ISIN,SP_Rating,Moody_Rating,Currency,Is_Emerging_Market,Seniority,Callable,Days_to_Settle,Collateral_Type,Coupon_Frequency,Coupon_Type,Industry_Group,Industry_Sector,Industry_SubGroup,Issuer_Name,Ticker,Country_Of_Domicile
1048,0,7,0,0,2,0,3,4,0,1,42,5,136,308,236,4
10926,6,6,0,0,2,0,3,4,0,1,15,1,103,1689,1248,4
11646,9,15,0,0,2,1,3,4,0,1,34,1,117,1864,1387,4
8519,3,2,0,0,2,1,3,2,0,1,5,4,6,1360,1006,4
9600,10,2,0,0,2,1,3,2,0,1,12,5,16,1482,1095,4
10960,0,7,0,0,2,1,3,2,0,1,28,3,37,1093,594,4
6028,6,6,0,0,2,1,3,4,0,1,6,5,7,1016,748,4
4649,3,14,0,0,2,1,3,2,0,1,59,3,135,817,630,4
3334,11,16,0,0,6,1,3,6,0,1,12,5,140,570,439,8
9591,6,6,0,0,2,0,3,4,0,1,42,5,96,181,151,4
10946,0,7,0,0,2,0,3,2,0,1,28,3,37,1093,594,4
11533,1,15,0,0,2,0,3,4,0,1,4,3,202,1836,1364,4
4598,2,7,0,0,0,0,3,0,0,1,2,1,156,805,624,4
5910,1,15,0,0,2,0,3,2,0,1,26,8,43,996,736,4
10928,6,6,0,0,2,0,3,4,0,1,15,1,103,1689,1248,4
6640,4,18,0,0,3,1,3,3,0,4,20,7,29,1123,839,4
11762,0,7,0,0,2,0,3,4,0,1,8,2,82,1886,1403,1
6843,2,1,0,0,4,1,3,6,0,1,3,2,109,1182,882,20
182,12,12,0,0,7,1,3,10,0,1,31,4,45,80,72,4
5396,3,11,0,0,2,1,3,2,0,1,28,3,37,899,672,4
4456,14,11,0,0,6,1,3,6,0,1,41,8,223,773,603,4
3292,1,15,0,0,2,1,3,2,0,1,26,8,34,559,428,4
9485,0,7,0,0,2,1,3,4,0,1,2,1,156,1453,1074,4
1050,5,5,0,0,8,0,3,9,0,1,17,1,137,309,237,4
8572,10,11,0,0,2,1,3,2,0,1,60,5,148,1378,1024,4
10951,0,7,0,0,2,0,3,2,0,1,28,3,37,1093,594,4
7222,0,7,0,0,2,1,3,2,0,1,3,2,250,1280,945,4
3663,6,6,0,0,2,1,3,4,0,1,51,1,132,646,502,4
9615,1,15,0,0,2,1,3,4,0,1,48,0,243,1487,1100,4
286,6,,0,0,8,0,3,9,0,1,23,1,31,117,100,4
6032,1,15,0,0,2,0,3,4,0,1,8,2,155,1017,749,4
3770,6,6,0,0,2,0,3,4,0,1,62,5,147,667,519,4
12406,16,10,0,0,2,0,3,4,1,0,0,0,5,1777,1320,4
13053,0,7,0,0,2,0,3,4,0,1,29,8,210,1952,1443,4
3685,1,7,0,0,2,1,3,4,0,1,24,2,32,655,510,4
2967,9,15,0,0,2,1,3,4,0,1,64,1,167,442,341,4
6870,14,2,0,0,2,1,3,2,0,1,35,4,231,1197,894,4
1045,0,7,0,0,2,1,3,4,0,1,42,5,136,308,236,4
4007,16,4,0,0,2,0,3,4,0,1,0,0,5,735,252,4
927,3,2,0,0,2,0,3,2,0,1,37,5,126,279,213,4
6900,14,16,0,0,6,1,3,6,0,1,66,4,215,1209,899,4
13168,1,15,0,0,2,1,3,4,0,1,22,7,30,1998,1476,4
10880,9,15,0,0,2,0,3,4,0,1,2,1,156,1670,1236,4
3352,6,4,0,0,2,0,3,4,0,1,23,1,64,576,445,4
759,20,5,0,0,2,0,3,2,0,1,34,1,50,249,192,4
4804,13,2,0,0,2,1,3,4,0,1,18,5,207,875,661,4
3383,1,15,0,0,2,1,3,4,0,1,20,7,29,579,448,4
4522,16,10,0,0,2,0,3,2,0,1,26,8,43,784,69,4
9755,5,6,0,0,2,1,3,4,0,1,6,5,7,1544,1139,4
8616,9,4,0,0,2,1,3,4,0,1,48,0,200,1392,1035,4
13440,14,11,0,0,2,0,3,4,0,1,41,8,124,2025,1495,4
7783,5,4,0,0,2,1,3,4,0,1,30,2,41,1333,937,4
11786,16,10,0,0,2,0,3,4,0,1,1,0,12,1890,973,4
10933,6,6,0,0,2,0,3,4,0,1,15,1,103,1689,1248,4
821,16,15,0,0,2,1,3,4,0,1,34,1,117,259,199,4
3100,6,6,0,0,2,1,3,4,0,1,16,5,23,489,379,4
11344,16,4,0,0,2,1,3,4,0,1,16,5,23,1778,1321,4
5476,6,17,0,0,4,1,3,24,0,1,20,7,29,932,695,4
670,6,5,0,0,4,1,3,6,0,1,20,7,29,208,172,4
11742,13,,0,0,2,1,3,2,0,1,5,4,52,312,240,4
1053,13,,0,0,2,1,3,2,0,7,5,4,52,312,240,4
7813,16,10,0,0,2,1,3,4,0,1,25,1,33,1339,987,4
3315,1,7,0,0,2,1,3,2,0,1,13,0,105,561,430,4
1214,5,5,0,0,2,0,3,2,0,1,3,2,109,378,300,20
10849,0,7,0,0,2,0,3,2,0,1,28,3,37,1090,594,4
5424,5,6,0,0,2,0,3,4,0,1,21,5,183,910,680,4
11715,20,5,0,0,2,0,3,2,0,1,34,1,50,1882,1400,4
11859,9,6,0,0,4,0,3,6,0,1,20,7,29,1910,348,4
3281,6,6,0,0,2,0,3,2,0,1,4,3,4,552,424,4
7054,0,7,0,0,2,0,3,2,0,1,7,4,8,1266,934,4
11603,9,15,0,0,2,0,3,2,0,1,35,4,180,1207,898,4
674,4,14,0,0,2,1,3,4,0,1,30,2,41,212,175,4
177,9,18,0,0,2,0,3,4,0,1,29,8,42,76,66,4
7212,9,4,0,0,2,0,3,4,0,1,29,8,40,1276,941,7
9423,1,15,0,0,2,0,3,4,0,1,1,0,1,1434,990,4
13183,6,6,0,0,2,0,3,4,0,1,10,0,49,2004,1481,4
5927,6,6,0,0,2,0,3,4,0,1,26,8,38,998,738,4
1096,6,6,0,0,2,0,3,4,0,1,4,3,146,332,260,4
6717,9,4,0,0,2,0,3,2,0,1,28,3,37,1146,851,4
11205,10,9,0,0,2,0,3,4,0,1,35,4,187,1714,1271,4
7037,6,5,0,0,4,0,3,17,0,1,20,7,29,1261,509,4
4497,1,4,0,0,2,0,3,4,0,1,20,7,29,783,50,4
3101,6,6,0,0,2,1,3,4,0,1,16,5,23,489,379,4
11342,16,4,0,0,2,1,3,4,0,1,16,5,23,1778,1321,4
6719,9,4,0,0,2,0,3,2,0,1,28,3,37,1146,851,4
4658,16,6,0,0,2,0,3,4,0,1,20,7,29,820,633,4
6699,16,6,0,0,4,1,3,17,0,1,20,7,29,1140,850,4
4623,5,6,0,0,4,0,3,27,0,1,20,7,227,810,628,4
7785,16,10,0,0,2,0,3,4,0,1,20,7,29,1334,127,4
6921,1,4,0,0,0,0,3,0,0,1,0,0,160,1216,904,4
11618,16,10,0,0,2,0,3,4,0,1,35,4,184,1860,1385,4
398,16,5,0,0,2,0,3,4,0,1,20,7,29,152,127,4
4820,1,15,0,0,2,0,3,4,0,1,26,8,43,880,665,4
7028,6,3,0,0,4,0,3,17,0,1,20,7,29,1260,885,4
4516,16,10,0,0,2,0,3,2,0,1,26,8,43,784,69,4
1000,3,1,0,0,2,0,3,4,0,1,24,2,32,297,229,17
10950,0,7,0,0,2,0,3,2,0,1,28,3,37,1093,594,4
10163,9,15,0,0,2,0,3,4,0,1,5,4,52,1643,1216,4
1017,6,6,0,0,2,0,3,4,0,7,51,1,132,299,230,4
10927,6,6,0,0,2,0,3,4,0,1,15,1,103,1689,1248,4
11647,9,15,0,0,2,1,3,4,0,1,34,1,117,1864,1387,4
6029,6,6,0,0,2,1,3,4,0,1,6,5,7,1016,748,4
9592,6,6,0,0,2,0,3,4,0,1,42,5,96,181,151,4
11534,1,15,0,0,2,1,3,4,0,1,4,3,202,1836,1364,4
3238,9,10,0,0,2,1,3,4,0,1,12,5,21,544,303,4
5909,1,15,0,0,2,0,3,2,0,1,26,8,43,996,736,4
11185,20,,0,0,2,0,3,4,0,1,17,1,177,1763,1309,4
4672,16,6,0,0,2,1,3,4,0,1,20,7,29,820,633,4
10956,0,7,0,0,2,1,3,2,0,1,28,3,37,1093,594,4
3436,9,4,0,0,2,1,3,4,0,1,12,5,21,592,460,4
3169,5,6,0,0,2,1,3,4,0,1,34,1,50,512,400,4
3384,1,15,0,0,2,1,3,4,0,1,20,7,29,579,448,4
4523,16,10,0,0,2,0,3,2,0,1,26,8,43,784,69,4
10961,0,7,0,0,2,1,3,2,0,1,28,3,37,1093,594,4
11202,17,6,0,0,2,1,3,4,0,1,34,1,50,1768,1314,4
11787,16,10,0,0,2,0,3,4,0,1,1,0,12,1890,973,4
822,16,15,0,0,2,1,3,4,0,1,34,1,117,259,199,4
3102,6,6,0,0,2,1,3,4,0,1,16,5,23,489,379,4
11343,16,4,0,0,2,1,3,4,0,1,16,5,23,1778,1321,4
4569,16,6,0,0,4,1,3,17,0,1,20,7,29,793,310,4
407,16,5,0,0,2,1,3,4,0,1,20,7,29,152,127,4
7811,16,10,0,0,2,1,3,4,0,1,25,1,33,1339,987,4
11652,1,7,0,0,2,0,3,2,0,1,19,5,26,1866,1389,4
10850,0,7,0,0,2,0,3,2,0,1,28,3,37,1090,594,4
5425,5,6,0,0,2,0,3,4,0,1,21,5,183,910,680,4
3835,2,1,0,0,2,0,3,2,0,1,32,4,46,681,531,4
4462,17,17,0,0,2,0,3,4,0,1,46,1,81,774,604,4
11929,9,15,0,0,2,0,3,2,0,1,45,1,125,1935,1433,4
4500,16,10,0,0,2,0,3,2,0,1,26,8,43,77,69,4
9447,9,4,0,0,2,0,3,4,0,1,48,0,200,1392,1035,4
11434,14,,0,0,2,0,3,4,0,1,1,0,102,1808,1339,4
3427,9,4,0,0,2,0,3,4,0,1,12,5,21,592,460,4
806,13,18,0,0,2,0,3,2,0,1,2,1,74,256,133,4
10111,14,11,0,0,7,0,3,2,0,1,67,4,271,1630,1205,4
3273,9,10,0,0,2,0,3,4,0,1,12,5,21,544,303,4
3424,9,4,0,0,2,0,3,4,0,1,12,5,21,592,460,4
7259,4,4,0,0,0,0,3,0,0,1,0,0,107,1287,951,4
7834,13,14,0,0,6,1,3,6,0,1,11,3,18,1348,995,17
6712,16,6,0,0,4,0,3,17,0,1,20,7,29,1144,850,4
3824,9,4,0,0,2,0,3,4,0,1,22,7,30,678,530,4
9931,2,7,0,0,4,1,3,6,0,1,20,7,29,1603,53,4
4624,5,6,0,0,4,0,3,27,0,1,20,7,227,810,628,4
3336,0,15,0,0,2,0,3,2,0,1,8,2,77,571,440,4
7349,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
2877,0,7,0,0,2,0,3,4,0,1,3,2,3,424,330,1
3333,11,,0,0,6,1,3,6,0,1,12,5,140,570,439,8
4467,17,17,0,0,2,0,3,4,0,1,46,1,81,774,604,4
11827,8,8,0,0,2,0,3,4,0,1,36,9,275,1903,1412,4
1656,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4
13435,11,13,0,0,3,1,3,3,0,1,17,1,73,2023,1493,4
4499,1,4,0,0,2,0,3,4,0,1,20,7,29,783,50,4
3069,3,2,0,0,2,1,3,2,0,1,24,2,32,481,373,20
6323,9,4,0,0,2,0,3,2,0,1,45,1,80,1022,753,4
10881,11,12,0,0,6,1,3,6,0,1,42,5,284,1671,1237,4
3905,16,6,0,0,2,0,3,4,0,1,4,3,202,709,553,4
11029,1,15,0,0,2,0,3,4,0,1,2,1,74,1709,1266,4
4008,16,4,0,0,2,0,3,4,0,1,0,0,5,735,252,4
13166,1,15,0,0,2,0,3,4,0,1,22,7,30,1998,1476,4
3921,15,13,0,0,2,1,3,4,0,3,35,4,187,713,557,4
5886,9,10,0,0,2,0,3,4,0,1,4,3,17,989,729,4
5428,12,13,0,0,2,1,3,2,0,1,26,8,234,911,681,4
925,3,2,0,0,2,0,3,2,0,1,37,5,126,279,213,4
6781,4,18,0,0,3,1,3,3,0,1,4,3,4,1052,778,4
3787,12,13,0,0,2,1,3,2,0,1,27,4,67,669,521,4
3045,1,15,0,0,2,1,3,2,0,1,48,0,87,468,360,4
7010,13,14,0,0,6,1,3,6,0,1,12,5,21,1258,928,4
1114,11,12,0,0,4,1,3,6,0,1,60,5,148,341,267,4
3524,17,,0,0,4,0,3,17,0,1,57,7,130,618,482,4
5977,12,14,0,0,4,1,3,6,0,1,2,1,156,1006,744,4
9955,12,13,0,0,2,1,3,4,0,3,34,1,50,1616,1194,5
11209,2,1,0,0,2,0,3,2,0,1,35,4,187,1714,1271,4
264,0,15,0,0,2,0,3,2,0,1,35,4,60,109,95,4
9797,1,15,0,0,2,1,3,2,0,1,6,5,7,1565,1154,17
6780,13,11,0,0,2,1,3,2,0,1,4,3,4,1052,778,4
5967,10,2,0,0,2,0,3,2,0,1,26,8,43,1001,740,4
11111,11,14,0,0,2,1,3,2,0,1,35,4,184,1734,1287,4
7011,15,20,0,0,2,1,3,2,0,1,12,5,21,1258,928,4
4454,10,,0,0,2,1,3,2,0,1,26,8,43,771,602,1
3337,0,15,0,0,2,0,3,2,0,1,8,2,77,571,440,4
5504,16,10,0,0,2,0,3,2,0,1,7,4,8,937,563,4
6762,14,14,0,0,3,1,3,3,0,1,12,5,78,1152,856,4
6844,15,12,0,0,9,1,3,3,0,1,6,5,248,1183,883,4
3906,16,6,0,0,2,1,3,4,0,1,4,3,202,709,553,4
11355,0,7,0,0,2,0,3,2,0,1,51,1,94,1783,1325,4
857,16,4,0,0,2,1,3,4,0,1,25,1,33,264,202,4
3564,9,10,0,0,2,0,3,4,0,1,2,1,156,625,488,4
9782,12,13,0,0,2,1,3,2,0,3,36,9,158,1560,1151,4
6903,14,16,0,0,2,1,3,4,0,1,35,4,118,1210,900,4
9477,13,14,0,0,2,1,3,2,0,1,3,2,265,1451,1072,4
3222,2,9,0,0,2,1,3,4,0,1,60,5,144,538,420,4
6707,16,6,0,0,4,1,3,17,0,1,20,7,29,1143,850,4
6332,4,18,0,0,7,1,3,2,0,1,11,3,15,1026,757,4
9697,0,,0,0,6,1,3,6,0,1,28,3,37,1523,1123,4
304,11,13,0,0,2,1,3,2,0,1,5,4,52,121,104,4
11455,0,1,0,0,2,1,3,2,0,1,48,0,200,1818,1349,4
4682,2,1,0,0,2,0,3,2,0,1,45,1,168,824,637,4
3951,0,7,0,0,2,1,3,2,0,1,4,3,4,725,568,4
11180,1,15,0,0,2,0,3,2,0,1,1,0,294,1761,1307,4
11116,13,16,0,0,2,1,3,2,0,1,4,3,4,1739,1291,4
5613,3,11,0,0,7,1,3,2,0,1,4,3,4,970,715,4
11930,9,15,0,0,2,0,3,2,0,1,45,1,125,1935,1433,4
3690,11,14,0,0,3,1,3,3,0,5,35,4,184,657,512,4
3691,11,14,0,0,3,1,3,3,0,1,35,4,184,657,512,4
4681,2,1,0,0,2,0,3,2,0,1,45,1,168,824,637,4
6857,12,13,0,0,4,1,3,6,0,1,11,3,18,1189,888,4
9475,12,12,0,0,2,1,3,2,0,1,2,1,156,1449,1070,4
11163,3,9,0,0,2,1,3,4,0,1,54,4,104,1756,1304,4
858,6,4,0,0,2,1,3,4,0,1,25,1,33,264,202,4
9865,9,4,0,0,2,1,3,4,0,1,8,2,82,1586,1172,4
9598,11,16,0,0,2,1,3,4,0,1,52,11,98,1481,1094,4
11160,13,11,0,0,2,1,3,2,0,1,29,8,40,1754,1303,4
8603,0,9,0,0,6,0,3,6,0,1,23,1,31,780,608,4
8604,14,16,0,0,2,0,3,2,0,1,23,1,31,780,608,4
3310,10,11,0,0,2,1,3,2,0,1,26,8,43,560,429,4
8588,14,16,0,0,2,1,3,2,0,1,4,3,4,1386,1030,4
2878,0,7,0,0,2,0,3,4,0,1,3,2,3,424,330,1
4468,17,17,0,0,2,0,3,4,0,1,46,1,81,774,604,4
11828,8,8,0,0,2,1,3,4,0,1,36,9,275,1903,1412,4
9509,6,5,0,0,2,1,3,4,0,1,2,1,2,1459,1079,4
686,9,,0,0,3,0,3,14,0,1,43,4,76,222,174,4
6765,1,15,0,0,2,1,3,2,0,1,48,0,153,1154,302,4
4683,2,1,0,0,2,0,3,2,0,1,45,1,168,824,637,4
4772,2,7,0,0,2,1,3,2,0,1,48,0,114,869,657,4
3448,3,2,0,0,2,1,3,2,0,1,35,4,201,597,464,4
9974,16,4,0,0,0,0,3,0,0,1,0,0,5,696,311,4
11104,10,2,0,0,7,1,3,2,0,1,39,8,193,1730,1284,4
6769,1,15,0,0,2,1,3,2,0,1,48,0,153,1154,302,4
13109,10,11,0,0,2,1,3,2,0,1,20,7,27,1975,1460,4
6579,0,7,0,0,2,1,3,2,0,1,28,3,37,1093,594,4
11457,0,1,0,0,2,1,3,2,0,1,48,0,200,1818,1349,4
11161,13,11,0,0,2,1,3,2,0,1,29,8,40,1754,1303,4
11164,3,9,0,0,2,1,3,4,0,1,54,4,104,1756,1304,4
1187,16,10,0,0,2,1,3,4,0,1,23,1,64,368,291,4
9456,0,15,0,0,2,1,3,4,0,1,48,0,200,1441,1063,4
3311,10,11,0,0,2,1,3,2,0,1,26,8,43,560,429,4
5526,14,11,0,0,2,1,3,2,0,1,23,1,236,944,706,4
6484,10,14,0,0,2,1,3,2,0,1,48,0,243,1060,786,4
11165,3,9,0,0,2,1,3,4,0,1,54,4,104,1756,1304,4
5431,0,15,0,0,2,1,3,4,0,1,8,2,82,912,682,4
4586,6,6,0,0,4,0,3,3,0,1,17,1,137,799,618,4
11872,16,6,0,0,0,0,3,0,0,1,0,0,0,22,20,8
859,6,4,0,0,2,1,3,4,0,1,25,1,33,264,202,4
11333,16,4,0,0,2,0,3,2,0,1,16,5,23,1778,1321,4
4501,16,10,0,0,2,0,3,2,0,1,26,8,43,77,69,4
3312,10,11,0,0,2,1,3,2,0,1,26,8,43,560,429,4
685,6,,0,0,6,0,3,14,0,1,43,4,76,221,174,4
3425,9,4,0,0,2,0,3,4,0,1,12,5,21,592,460,4
13068,1,7,0,0,2,0,3,4,0,1,4,3,146,1958,1448,4
10006,16,18,0,0,0,1,3,0,1,1,0,0,5,696,311,4
321,1,7,0,0,2,0,3,2,0,1,2,1,74,133,115,4
489,9,18,0,0,2,0,3,4,0,1,29,8,42,185,155,4
1010,6,6,0,0,2,0,3,4,0,1,51,1,132,298,230,4
13059,0,7,0,0,2,0,3,4,0,1,29,8,40,1953,527,4
418,12,18,0,0,2,0,3,4,0,1,35,4,83,159,133,4
1093,6,6,0,0,2,0,3,4,0,1,4,3,146,332,260,4
876,1,15,0,0,2,0,3,2,0,1,4,3,4,271,209,4
11894,13,12,0,0,2,0,3,4,0,1,20,7,29,1921,979,4
3708,6,6,0,0,2,0,3,4,0,1,62,5,147,666,519,4
419,12,18,0,0,2,0,3,4,0,1,35,4,83,159,133,4
142,1,15,0,0,2,0,3,2,0,1,26,8,38,70,64,4
3394,0,7,0,0,2,0,3,4,0,1,12,5,199,583,452,4
3105,13,16,0,0,2,0,3,4,0,1,6,5,7,491,382,1
779,16,4,0,0,2,0,3,4,0,1,1,0,12,251,54,4
11332,16,4,0,0,2,0,3,2,0,1,16,5,23,1778,1321,4
8362,9,15,0,0,0,0,3,0,0,1,0,0,5,1354,1001,4
11564,1,1,0,0,2,0,3,4,0,1,60,5,142,1843,1370,4
3428,9,4,0,0,2,0,3,4,0,1,12,5,21,592,460,4
7024,6,3,0,0,4,0,3,17,0,1,20,7,29,1260,885,4
10872,6,,0,0,4,1,3,3,3,0,17,1,137,1668,1234,4
3274,9,10,0,0,2,0,3,4,0,1,12,5,21,544,303,4
6324,9,4,0,0,2,0,3,2,0,1,45,1,80,1022,753,4
3163,5,6,0,0,2,0,3,4,0,1,34,1,50,512,400,4
3236,9,10,0,0,2,1,3,4,0,1,12,5,21,544,303,4
11356,0,7,0,0,2,0,3,2,0,1,51,1,94,1783,1325,4
11181,1,15,0,0,2,0,3,2,0,1,1,0,294,1761,1307,4
11931,9,15,0,0,2,0,3,2,0,1,45,1,125,1935,1433,4
898,6,6,0,0,2,0,3,2,0,1,45,1,125,276,212,4
11627,16,10,0,0,2,0,3,4,0,1,35,4,184,1860,1385,4
2885,0,7,0,0,2,0,3,2,0,1,3,2,3,426,330,4
11829,8,8,0,0,2,1,3,4,0,1,36,9,275,1903,1412,4
4587,6,6,0,0,4,0,3,3,0,1,17,1,137,799,618,4
860,6,4,0,0,2,1,3,4,0,1,25,1,33,264,202,4
3072,8,,0,0,8,0,3,9,0,1,17,1,177,483,375,4
7340,7,5,0,0,2,1,3,2,0,2,10,0,75,1321,942,4
3441,9,4,0,0,2,1,3,4,0,1,12,5,21,592,460,4
3517,17,3,0,0,2,0,3,4,0,1,17,1,177,615,479,4
11432,14,16,0,0,2,0,3,4,0,1,1,0,102,1808,1339,4
3402,3,1,0,0,2,0,3,2,0,1,21,5,28,580,449,4
11447,14,14,0,0,2,0,3,2,0,1,66,4,182,1809,1340,4
3401,3,1,0,0,2,0,3,2,0,1,21,5,28,580,449,4
10838,1,15,0,0,2,0,3,4,0,1,38,9,129,1654,1225,4
3782,6,,0,0,4,0,3,3,0,1,17,1,137,668,520,4
6635,4,18,0,0,2,1,3,2,0,4,20,7,29,1122,839,4
312,9,15,0,0,2,0,3,4,0,1,42,5,70,127,109,4
10898,9,4,0,0,0,0,3,0,0,1,0,0,143,1682,1245,4
218,14,16,0,0,2,0,3,2,0,1,14,5,20,89,81,16
6636,4,18,0,0,2,1,3,2,0,4,20,7,29,1122,839,4
3825,16,15,0,0,2,0,3,4,0,1,22,7,30,679,530,4
4411,9,4,0,0,4,0,3,6,0,1,20,7,29,756,142,4
1072,11,12,0,0,6,1,3,6,0,1,60,5,144,323,251,4
611,12,12,0,0,2,1,3,4,0,3,52,11,98,188,157,4
9726,14,16,0,0,2,1,3,4,0,1,48,0,273,1531,1127,4
7025,6,3,0,0,4,0,3,17,0,1,20,7,29,1260,885,4
8349,16,10,0,0,2,0,3,4,1,0,0,0,5,1354,1001,4
3185,16,6,0,0,2,0,3,4,0,1,38,9,62,520,406,4
13182,6,5,0,0,4,0,3,33,0,1,10,0,49,2004,1481,4
10924,6,6,0,0,2,0,3,4,0,1,15,1,103,1689,1248,4
1073,16,4,0,0,2,0,3,2,0,1,10,0,75,324,252,4
13186,6,5,0,0,4,0,3,33,0,1,10,0,49,2004,1481,4
7289,0,1,0,0,2,1,3,2,0,1,27,4,217,1297,960,4
226,11,14,0,0,2,1,3,2,0,1,23,1,31,95,84,4
6476,9,4,0,0,2,0,3,2,0,1,17,1,73,1054,780,4
10977,11,14,0,0,3,1,3,3,0,1,64,1,287,1692,1250,4
4436,20,17,0,0,2,0,3,4,0,1,45,1,80,766,598,4
4469,17,17,0,0,2,0,3,4,0,1,46,1,81,774,604,4
1120,14,16,0,0,2,1,3,2,0,1,10,0,49,346,272,20
9842,17,17,0,0,2,0,3,4,0,1,49,9,88,1585,1171,4
10885,1,15,0,0,2,1,3,4,0,1,63,5,285,1674,1240,4
10839,1,15,0,0,2,1,3,4,0,1,38,9,129,1654,1225,4
11653,1,4,0,0,2,0,3,4,0,1,34,1,302,1867,1390,4
9630,15,12,0,0,2,1,3,2,0,1,32,4,46,1490,1102,4
410,13,16,0,0,6,1,3,6,0,1,46,1,81,154,128,7
6841,14,11,0,0,2,1,3,2,0,1,3,2,109,1182,882,20
11227,13,14,0,0,2,1,3,2,0,1,4,3,4,1772,350,4
6410,14,14,0,0,2,1,3,2,0,5,20,7,27,1042,173,4
474,10,14,0,0,4,1,3,6,0,1,7,4,8,182,152,4
6414,14,14,0,0,2,1,3,2,0,1,20,7,27,1042,173,4
10978,12,12,0,0,2,1,3,2,0,1,64,1,287,1692,1250,4
4808,11,13,0,0,2,1,3,2,0,1,19,5,26,878,663,17
11745,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4
12285,16,10,0,0,2,0,3,4,0,1,0,0,5,1777,1320,4
9640,2,1,0,0,2,1,3,4,0,1,3,2,109,1496,1106,4
8587,14,16,0,0,2,1,3,2,0,1,4,3,4,1386,1030,4
3104,10,11,0,0,2,1,3,2,0,1,60,5,179,490,381,4
9612,1,15,0,0,2,1,3,2,0,1,48,0,243,1487,1100,4
723,15,13,0,0,2,1,3,4,0,1,4,3,4,238,184,4
10888,6,5,0,0,4,1,3,17,0,1,20,7,29,1677,1242,4
4461,17,17,0,0,2,0,3,4,0,1,46,1,81,774,604,4
7290,0,1,0,0,2,1,3,2,0,1,27,4,217,1297,960,4
11402,10,9,0,0,6,1,3,6,0,1,3,2,109,1794,1332,1
443,13,14,0,0,2,1,3,2,0,1,3,2,86,163,137,4
9718,14,14,0,0,2,1,3,4,0,1,36,9,272,1530,1126,4
7779,5,4,0,0,2,0,3,2,0,1,30,2,41,1333,937,4
11521,10,16,0,0,2,1,3,2,0,1,21,5,39,1833,1362,4
4763,1,15,0,0,2,0,3,4,0,1,2,1,156,863,651,4
6554,14,11,0,0,4,1,3,6,0,1,71,5,209,1085,807,4
6952,10,11,0,0,6,1,3,6,0,1,36,9,149,1223,908,4
9827,9,10,0,0,2,0,3,4,0,1,20,7,29,1575,1163,4
4724,16,4,0,0,6,0,3,14,0,1,43,4,76,845,641,4
4437,20,17,0,0,2,0,3,4,0,1,45,1,80,766,598,4
3019,14,14,0,0,2,1,3,4,0,1,4,3,4,456,350,4
804,0,7,0,0,2,0,3,4,0,1,48,0,114,255,197,4
7296,9,15,0,0,2,0,3,2,0,1,29,8,40,1299,155,4
10840,1,15,0,0,2,1,3,4,0,1,38,9,129,1654,1225,4
132,16,10,0,0,2,0,3,4,0,1,28,3,37,68,62,4
724,15,13,0,0,2,1,3,4,0,1,4,3,4,238,184,4
11046,1,15,0,0,2,1,3,4,0,1,2,1,74,1709,1266,4
13415,18,12,0,0,2,1,3,2,0,1,7,4,312,2013,1487,4
930,3,2,0,0,2,1,3,2,0,1,4,3,4,281,215,4
9628,12,2,0,0,6,0,3,6,0,1,32,4,46,1490,1102,4
10994,1,4,0,0,2,1,3,4,0,1,35,4,180,1699,1257,4
1234,6,6,0,0,2,0,3,2,0,1,4,3,146,382,260,8
9627,12,2,0,0,6,0,3,6,0,1,32,4,46,1490,1102,4
9853,17,17,0,0,2,0,3,4,0,1,49,9,88,1585,1171,4
5522,0,1,0,0,2,1,3,4,0,1,35,4,184,942,704,4
3783,6,6,0,0,4,0,3,3,0,1,17,1,137,668,520,4
11529,1,4,0,0,2,1,3,4,0,1,4,3,146,1835,1363,4
9745,2,1,0,0,2,1,3,2,0,1,49,9,88,1543,1138,4
6411,14,14,0,0,2,1,3,2,0,5,20,7,27,1042,173,4
11403,10,9,0,0,6,1,3,6,0,1,3,2,109,1794,1332,1
3065,1,7,0,0,2,1,3,2,0,1,17,1,53,477,369,4
6553,12,12,0,0,2,1,3,4,0,1,8,2,155,1084,806,4
12116,9,15,0,0,0,0,3,0,0,1,0,0,5,1777,1320,4
6415,14,14,0,0,2,1,3,2,0,1,20,7,27,1042,173,4
3449,10,11,0,0,2,1,3,2,0,1,4,3,202,598,465,4
9746,2,1,0,0,2,1,3,2,0,1,49,9,88,1543,1138,4
1117,10,11,0,0,2,1,3,2,0,1,36,9,149,343,269,4
5888,9,10,0,0,2,1,3,4,0,1,4,3,17,989,729,4
3288,1,15,0,0,2,0,3,4,0,1,26,8,34,558,428,4
9880,1,15,0,0,2,0,3,4,0,1,30,2,41,1589,540,4
3168,5,6,0,0,2,0,3,4,0,1,34,1,50,512,400,4
5983,16,6,0,0,2,1,3,4,0,1,22,7,30,1008,635,4
7291,0,1,0,0,2,1,3,2,0,1,27,4,217,1297,960,4
3438,9,4,0,0,2,1,3,4,0,1,12,5,21,592,460,4
4435,20,17,0,0,2,0,3,4,0,1,45,1,80,766,598,4
9452,14,11,0,0,2,1,3,2,0,1,23,1,264,1440,1062,4
10841,1,15,0,0,2,1,3,4,0,1,38,9,129,1654,1225,4
13098,6,5,0,0,0,0,3,0,0,1,0,0,143,1972,311,4
