ISIN,SP_Rating,Moody_Rating,Currency,Is_Emerging_Market,Seniority,Callable,Days_to_Settle,Collateral_Type,Coupon_Frequency,Coupon_Type,Industry_Group,Industry_Sector,Industry_SubGroup,Issuer_Name,Ticker,Country_Of_Domicile,Risk_Stripe
13199,6,6,0,0,2,0,3,4,0,1,10,0,49,2004,1481,4,5
9458,1,15,0,0,2,0,3,4,0,1,48,0,200,1443,1065,4,14
11225,13,14,0,0,2,1,3,2,0,1,4,3,4,1772,350,4,10
13507,10,16,0,0,2,1,3,2,0,1,3,2,3,2035,1501,1,0
3289,1,15,0,0,2,0,3,2,0,1,26,8,34,559,428,4,6
11736,10,2,0,0,2,0,3,2,0,1,32,4,46,1885,1402,4,9
13202,6,6,0,0,2,0,3,4,0,1,10,0,49,2004,1481,4,5
4695,6,5,0,0,4,0,3,17,0,1,20,7,29,830,448,4,5
6908,10,16,0,0,2,0,3,4,0,1,7,4,8,1212,563,8,9
11051,21,20,0,0,3,1,3,2,0,3,26,8,234,1713,1270,4,0
9536,12,14,0,0,6,1,3,6,0,1,8,2,155,495,386,4,9
7249,10,2,0,0,2,0,3,4,0,1,29,8,40,704,548,4,8
909,6,6,0,0,2,0,3,2,0,1,45,1,125,277,212,4,2
8581,15,13,0,0,2,1,3,2,0,1,35,4,260,1382,1028,4,12
11515,10,11,0,0,2,1,3,2,0,1,64,1,167,1830,1360,17,10
3491,13,11,0,0,2,0,3,4,0,1,26,8,43,605,458,4,8
5918,0,1,0,0,0,0,3,0,0,1,0,0,107,997,737,4,1
11376,16,10,0,0,2,1,3,4,0,1,35,4,189,1787,1327,4,2
6907,10,16,0,0,2,0,3,4,0,1,7,4,8,1212,563,8,9
13200,6,6,0,0,2,0,3,4,0,1,10,0,49,2004,1481,4,5
3270,9,10,0,0,2,0,3,4,0,1,12,5,21,544,303,4,2
1161,1,15,0,0,2,0,3,4,0,1,15,1,22,359,283,4,0
8582,16,6,0,0,2,0,3,4,0,1,20,7,29,1383,127,4,5
694,21,20,0,0,6,1,3,6,0,1,54,4,104,230,177,4,12
3043,1,15,0,0,2,1,3,2,0,1,48,0,87,468,360,4,0
4455,11,12,0,0,2,1,3,2,0,1,10,0,49,772,603,4,0
11674,13,16,0,0,2,1,3,2,0,1,26,8,43,1873,1393,4,8
3567,9,10,0,0,2,0,3,4,0,1,2,1,156,625,488,4,2
8511,1,15,0,0,2,0,3,2,0,1,48,0,114,1357,1003,20,2
3533,14,16,0,0,2,1,3,2,0,1,4,3,202,620,484,4,0
6250,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
816,10,16,0,0,2,1,3,2,0,1,27,4,116,258,198,4,9
1150,1,4,0,0,2,1,3,4,0,1,35,4,60,353,278,4,2
3117,12,14,0,0,2,1,3,2,0,1,4,3,4,494,385,4,10
10116,0,7,0,0,2,0,3,4,0,1,10,0,169,1631,1206,4,1
353,6,6,0,0,2,0,3,4,0,1,8,2,9,145,120,4,0
13266,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
6010,10,2,0,0,2,0,3,4,0,1,17,1,213,1011,747,4,6
11378,16,10,0,0,2,1,3,4,0,1,35,4,189,1787,1327,4,2
11404,10,2,0,0,6,1,3,6,0,1,29,8,100,1795,1333,4,8
440,0,1,0,0,2,1,3,4,0,1,3,2,86,162,136,4,6
8540,2,9,0,0,2,1,3,2,0,1,19,5,26,1368,1014,4,9
13246,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
13074,11,14,0,0,3,1,3,3,0,1,59,3,135,1961,1450,4,12
699,14,14,0,0,2,1,3,4,0,1,31,4,45,232,179,4,0
326,13,14,0,0,2,0,3,2,0,1,43,4,76,135,116,1,7
5411,13,12,0,0,2,1,3,4,0,1,4,3,4,907,677,4,10
10122,13,11,0,0,2,1,3,4,0,1,10,0,280,1632,1207,4,0
9550,2,2,0,0,2,1,3,4,0,1,4,3,4,1466,1082,4,0
13244,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
9877,2,9,0,0,2,0,3,4,0,1,10,0,61,1587,96,4,7
9597,6,5,0,0,2,1,3,4,0,1,2,1,190,1480,1093,4,0
6681,13,14,0,0,2,1,3,2,0,1,4,3,4,1133,845,8,0
947,9,4,0,0,2,1,3,4,0,1,4,3,4,283,217,4,4
3723,6,6,0,0,2,0,3,4,0,1,62,5,147,667,519,4,2
7599,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
9419,9,15,0,0,2,0,3,4,0,1,1,0,12,1432,990,4,3
10121,13,11,0,0,2,1,3,4,0,1,10,0,280,1632,1207,4,0
7446,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
10976,11,16,0,0,2,1,3,2,0,1,23,1,286,1691,1249,4,0
13159,10,9,0,0,6,1,3,6,0,1,27,4,35,1993,1473,4,0
3900,2,1,0,0,2,1,3,2,0,1,4,3,4,705,549,4,10
1145,1,4,0,0,2,1,3,4,0,1,35,4,60,353,278,4,2
11381,16,10,0,0,2,1,3,4,0,1,35,4,189,1787,1327,4,2
9677,9,15,0,0,2,1,3,4,0,1,4,3,146,1510,1116,1,4
7250,10,2,0,0,2,0,3,4,0,1,29,8,40,704,548,4,8
7602,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
11039,1,15,0,0,2,1,3,4,0,1,2,1,74,1709,1266,4,2
5407,2,2,0,0,2,0,3,4,0,1,48,0,114,904,522,4,8
7445,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
4650,3,14,0,0,2,1,3,2,0,1,59,3,135,817,630,4,12
1162,1,15,0,0,2,1,3,4,0,1,15,1,22,359,283,4,0
7443,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
3689,13,16,0,0,2,1,3,2,0,1,4,3,4,656,511,4,0
3534,14,16,0,0,2,1,3,2,0,1,4,3,202,620,484,4,0
9455,0,15,0,0,2,1,3,4,0,1,48,0,200,1441,1063,4,14
8002,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
4583,3,11,0,0,6,1,3,6,0,1,48,0,114,798,617,4,8
13300,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
9343,17,6,0,0,2,0,3,4,3,1,1,0,1,1414,1045,4,0
6910,10,16,0,0,2,0,3,4,0,1,7,4,8,1212,563,8,9
11405,13,16,0,0,2,1,3,4,0,1,29,8,40,1796,1333,4,8
9471,1,15,0,0,2,1,3,2,0,1,48,0,200,1446,1068,4,0
4617,12,14,0,0,2,1,3,2,0,1,25,1,33,807,626,1,0
11519,13,16,0,0,2,0,3,2,0,1,64,1,167,1831,1360,17,10
700,0,7,0,0,2,1,3,2,0,1,13,0,105,233,180,4,0
3789,1,15,0,0,6,0,3,6,0,1,29,8,210,670,522,4,8
13299,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
6786,11,14,0,0,2,1,3,2,0,1,17,1,91,1162,865,4,0
7669,7,5,0,0,2,0,3,2,1,2,10,0,75,1321,942,4,1
6914,1,7,0,0,2,1,3,2,0,1,36,9,149,1214,902,4,6
13179,9,4,0,0,2,1,3,4,0,1,48,0,311,2002,1480,4,14
7784,16,10,0,0,2,0,3,4,0,1,20,7,29,1334,127,4,5
6909,10,16,0,0,2,0,3,4,0,1,7,4,8,1212,563,8,9
11584,11,14,0,0,2,1,3,2,0,1,4,3,4,1852,1378,4,0
11141,1,7,0,0,2,1,3,2,0,1,17,1,53,1751,903,4,0
4733,0,7,0,0,2,1,3,2,0,1,4,3,4,849,642,4,4
5980,0,7,0,0,2,1,3,4,0,1,35,4,231,1007,745,4,2
6891,1,4,0,0,2,0,3,2,0,1,12,5,140,1208,896,4,2
9907,10,2,0,0,2,1,3,2,0,1,66,4,215,1595,1178,4,0
6464,16,4,0,0,2,1,3,4,0,1,48,0,153,1055,781,4,14
7440,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7526,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
6370,9,10,0,0,2,1,3,4,0,1,20,7,29,1034,509,4,5
3606,9,4,0,0,2,1,3,4,0,1,4,3,4,631,491,1,4
6251,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
9901,0,7,0,0,2,0,3,4,0,1,39,8,274,1592,1175,4,6
11938,9,10,0,0,4,1,3,17,0,1,20,7,29,1939,142,4,5
4484,14,16,0,0,2,0,3,2,0,1,23,1,31,780,608,4,10
9678,9,15,0,0,2,1,3,4,0,1,4,3,146,1510,1116,1,4
11408,1,4,0,0,2,1,3,4,0,1,8,2,155,1797,1278,4,4
1305,6,6,0,0,2,0,3,2,0,1,0,0,0,389,304,7,3
4846,6,6,0,0,2,0,3,4,0,1,0,0,5,885,16,8,3
4850,6,6,0,0,2,0,3,4,0,1,0,0,5,885,16,8,3
7253,10,2,0,0,2,0,3,4,0,1,29,8,40,704,548,4,8
11928,1,7,0,0,2,1,3,4,0,1,37,5,258,1934,1432,4,0
107,10,2,0,0,2,1,3,4,0,1,20,7,29,58,53,4,10
8231,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
1149,1,4,0,0,2,1,3,4,0,1,35,4,60,353,278,4,2
3363,6,4,0,0,2,1,3,4,0,1,23,1,64,576,445,4,3
7276,10,14,0,0,2,1,3,4,0,1,29,8,100,1290,954,4,0
8597,0,9,0,0,6,0,3,6,0,1,23,1,31,780,608,4,10
11516,10,11,0,0,2,1,3,2,0,1,64,1,167,1830,1360,17,10
12024,16,0,0,0,2,0,3,4,1,0,10,0,75,1946,1320,4,0
11792,0,4,0,0,2,0,3,4,0,1,20,7,29,1892,142,4,5
11956,9,10,0,0,2,1,3,4,0,1,8,2,77,1940,1437,4,4
4156,16,4,0,0,2,1,3,4,0,7,0,0,5,735,252,4,1
7600,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
8160,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
6862,0,7,0,0,2,0,3,4,0,1,1,0,54,1192,891,1,3
12034,16,0,0,0,2,0,3,4,1,0,0,0,5,1777,1320,4,1
12036,16,10,0,0,2,0,3,4,1,7,10,0,75,1946,1320,4,0
7527,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
10848,3,1,0,0,1,1,3,12,0,1,28,3,37,1660,594,4,4
13243,6,6,0,0,2,1,3,4,3,1,10,0,49,2004,1481,4,5
13111,9,10,0,0,1,1,3,12,1,2,0,0,160,1977,1461,4,0
7529,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
10851,3,1,0,0,1,0,3,12,0,1,28,3,37,1661,594,4,4
5581,2,2,0,0,2,0,3,4,0,1,49,9,128,953,711,4,8
7298,9,15,0,0,2,0,3,2,0,1,29,8,40,1299,155,4,6
3028,5,5,0,0,2,0,3,4,0,1,2,1,156,460,131,4,0
13245,6,6,0,0,2,1,3,4,3,1,10,0,49,2004,1481,4,5
7667,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7699,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
4630,6,6,0,0,2,0,3,4,0,1,4,3,146,812,424,4,4
6012,10,2,0,0,2,0,3,4,0,1,17,1,213,1011,747,4,6
7530,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
9881,1,15,0,0,2,0,3,4,0,1,30,2,41,1589,540,4,2
10018,16,18,0,0,0,1,3,0,3,1,0,0,5,696,311,4,1
7668,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7700,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
13248,6,6,0,0,2,1,3,4,3,1,10,0,49,2004,1481,4,5
6011,10,2,0,0,2,0,3,4,0,1,17,1,213,1011,747,4,6
13247,6,6,0,0,2,1,3,4,3,1,10,0,49,2004,1481,4,5
141,1,15,0,0,2,0,3,2,0,1,26,8,38,70,64,4,6
5577,0,7,0,0,2,0,3,2,0,1,2,1,74,951,710,4,2
7701,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7601,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
4476,6,10,0,0,2,0,3,4,0,1,28,3,37,777,606,4,0
8003,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
5814,9,4,0,0,2,0,3,4,0,1,4,3,4,983,725,4,4
7603,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
8232,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
5468,1,10,0,0,2,0,3,4,0,1,20,7,29,930,695,4,5
7528,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7816,5,6,0,0,2,0,3,2,0,1,34,1,50,1341,989,4,2
8308,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
6977,14,1,0,0,1,1,3,12,0,1,0,0,120,1237,910,4,0
6978,6,10,0,0,0,0,3,0,0,1,0,0,160,1238,649,4,1
8539,16,10,0,0,2,0,3,2,0,1,45,1,168,987,727,4,2
7532,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7531,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
4761,1,15,0,0,2,0,3,4,0,1,2,1,156,863,651,4,0
5583,2,2,0,0,2,0,3,4,0,1,49,9,128,953,711,4,8
8506,6,18,0,0,2,0,3,4,0,1,16,5,95,1356,1002,4,2
6727,9,4,0,0,2,0,3,2,0,1,28,3,37,1146,851,4,4
11036,1,15,0,0,2,0,3,2,0,1,2,1,74,1709,1266,4,2
6616,1,7,0,0,2,0,3,4,0,1,28,3,37,1113,830,4,4
8161,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
11943,9,10,0,0,2,0,3,4,0,1,8,2,77,1940,1437,4,4
6376,6,3,0,0,4,0,3,17,0,1,20,7,29,1032,509,4,5
8162,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
11377,16,10,0,0,2,1,3,4,0,1,35,4,189,1787,1327,4,2
3433,9,4,0,0,2,1,3,4,0,1,12,5,21,592,460,4,2
9420,9,15,0,0,2,0,3,4,0,1,1,0,12,1432,990,4,3
11382,16,10,0,0,2,1,3,4,0,1,35,4,189,1787,1327,4,2
11040,1,15,0,0,2,1,3,4,0,1,2,1,74,1709,1266,4,2
948,9,4,0,0,2,1,3,4,0,1,4,3,4,283,217,4,4
9418,9,15,0,0,2,0,3,4,0,1,1,0,12,1432,990,4,3
3087,6,6,0,0,2,0,3,4,0,1,16,5,23,489,379,4,2
6890,1,4,0,0,2,0,3,2,0,1,12,5,140,1208,896,4,2
4480,6,10,0,0,2,1,3,4,0,1,28,3,37,777,606,4,0
4627,5,6,0,0,4,1,3,27,0,1,20,7,227,810,628,4,5
13446,0,7,0,0,2,1,3,4,0,1,10,0,65,2028,1498,4,0
11955,9,10,0,0,2,1,3,4,0,1,8,2,77,1940,1437,4,4
526,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4,7
6015,10,2,0,0,2,0,3,4,0,1,17,1,213,1012,747,4,6
9378,4,1,0,0,2,0,3,2,0,1,60,5,142,1419,1049,8,0
3797,9,15,0,0,2,0,3,4,0,1,25,1,33,673,525,4,2
5395,14,12,0,0,4,1,3,6,0,1,13,0,19,898,671,4,0
122,9,4,0,0,2,0,3,2,0,1,13,0,19,63,57,4,14
7918,16,10,0,0,2,0,3,4,0,1,0,0,5,1354,1001,4,1
7072,0,7,0,0,2,0,3,4,0,1,7,4,8,1268,934,4,1
7735,0,1,0,0,2,0,3,2,0,1,7,4,8,1326,977,4,1
3890,2,1,0,0,2,0,3,2,0,1,4,3,4,705,549,4,10
7952,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
3370,10,11,0,0,2,0,3,4,0,1,0,0,107,577,446,4,7
1520,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
7396,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
10489,6,10,0,0,2,0,3,4,0,1,0,0,5,696,311,4,1
1519,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
7938,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
8047,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
8584,0,15,0,0,2,0,3,4,0,1,28,3,37,1384,376,4,0
6366,9,10,0,0,2,0,3,4,0,1,20,7,29,1034,509,4,5
10144,8,8,0,0,2,0,3,4,0,1,34,1,50,1641,1214,4,2
3997,16,4,0,0,2,0,3,4,0,1,0,0,5,735,252,4,1
11034,1,15,0,0,2,0,3,2,0,1,2,1,74,1709,1266,4,2
1202,16,6,0,0,2,1,3,4,0,1,0,0,120,373,295,4,1
7394,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7942,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
6187,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
2054,14,16,0,0,2,1,3,2,0,1,41,8,162,413,322,4,7
7005,14,14,0,0,2,1,3,2,0,1,33,5,47,1254,926,4,0
3800,9,15,0,0,2,0,3,4,0,1,25,1,33,673,525,4,2
7464,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
9918,15,20,0,0,2,1,3,2,0,5,23,1,150,1598,1181,4,0
4534,2,9,0,0,2,0,3,4,0,1,24,2,32,789,612,4,9
527,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4,7
6194,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
11538,10,18,0,0,6,1,3,6,0,1,66,4,182,1837,1365,4,7
1629,9,7,0,0,0,0,3,0,0,1,0,0,5,402,314,4,1
6100,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
6191,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
1627,9,7,0,0,0,0,3,0,0,1,0,0,5,402,314,4,1
7919,16,10,0,0,2,0,3,4,0,1,0,0,5,1354,1001,4,1
6099,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
3937,5,6,0,0,2,0,3,4,0,1,1,0,54,720,564,4,3
3346,3,9,0,0,6,1,3,6,0,1,23,1,31,574,443,4,10
3480,9,15,0,0,2,0,3,4,0,1,36,9,158,602,467,4,6
7946,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
9922,15,13,0,0,9,1,3,2,0,3,23,1,150,1598,1181,4,0
525,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4,7
3010,20,3,0,0,2,0,3,2,0,1,1,0,112,454,349,4,3
11773,16,10,0,0,2,0,3,4,0,1,1,0,12,1890,973,4,3
9708,11,14,0,0,4,1,3,3,0,1,8,2,155,1529,1125,17,9
9920,15,20,0,0,2,1,3,2,0,5,23,1,150,1598,1181,4,0
310,18,20,0,0,7,1,3,2,0,1,41,8,69,126,105,4,15
3808,9,15,0,0,2,0,3,4,0,1,25,1,33,673,525,4,2
6098,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
5618,18,26,0,0,2,1,3,4,0,3,10,0,14,974,718,4,0
9923,15,20,0,0,2,1,3,2,0,1,23,1,150,1598,1181,4,0
3082,6,6,0,0,2,1,3,4,0,1,16,5,23,488,379,4,2
762,5,5,0,0,2,0,3,4,0,1,7,4,8,250,193,4,11
4449,20,18,0,0,2,0,3,4,0,1,45,1,80,767,598,4,2
1517,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
1537,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
8052,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
3669,11,12,0,0,2,1,3,4,0,3,52,11,98,649,505,4,0
2994,9,15,0,0,2,0,3,4,0,1,1,0,54,452,347,4,3
2900,16,15,0,0,2,0,3,4,0,1,64,1,167,432,335,4,2
3056,5,,0,0,2,0,3,2,0,1,10,0,65,474,366,4,1
9810,11,14,0,0,6,1,3,6,0,1,45,1,80,1571,1159,4,0
3296,1,15,0,0,2,1,3,2,0,1,26,8,34,559,428,4,6
1539,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
7466,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7897,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
5952,1,15,0,0,2,0,3,2,0,1,26,8,221,1000,739,4,6
8523,0,7,0,0,2,1,3,4,0,1,48,0,87,1363,1009,4,0
13213,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
3213,0,7,0,0,2,0,3,4,0,1,28,3,37,536,418,4,4
743,16,6,0,0,2,0,3,4,0,1,10,0,63,244,187,4,1
6867,13,16,0,0,6,1,3,6,0,1,29,8,100,1195,892,4,0
5994,9,15,0,0,2,0,3,4,0,1,20,7,29,1009,635,4,5
9690,1,15,0,0,2,0,3,4,0,1,66,4,215,1519,1119,4,14
11469,0,7,0,0,2,0,3,4,0,1,48,0,87,1823,1353,4,14
9758,12,13,0,0,2,1,3,2,0,1,64,1,232,1545,1140,4,10
1518,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
7895,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
13212,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
96,9,4,0,0,2,0,3,2,0,1,22,7,30,56,51,4,5
785,16,4,0,0,2,0,3,4,0,1,1,0,12,251,54,4,3
7943,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
6188,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
6778,11,13,0,0,4,1,3,6,0,1,60,5,144,1157,860,4,0
10935,6,6,0,0,2,0,3,4,0,1,15,1,103,1689,1248,4,2
7393,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
8516,3,2,0,0,2,0,3,2,0,1,5,4,6,1360,1006,4,9
4607,0,15,0,0,2,0,3,4,0,1,2,1,156,805,624,4,2
439,0,1,0,0,2,0,3,4,0,1,3,2,86,162,136,4,6
6195,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
8268,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
1540,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
9781,14,11,0,0,6,1,3,6,0,1,36,9,158,1559,1151,4,8
8044,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
13214,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
6192,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
8181,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
246,3,16,0,0,2,1,3,2,0,1,36,9,55,103,89,4,0
6947,10,18,0,0,6,1,3,6,0,1,36,9,149,1223,908,4,8
7395,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7939,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
8046,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
3894,2,1,0,0,2,0,3,2,0,1,4,3,4,705,549,4,10
6330,11,11,0,0,2,1,3,2,0,1,27,4,241,1024,755,4,0
8517,3,2,0,0,2,1,3,2,0,1,5,4,6,1360,1006,4,9
3805,9,15,0,0,2,0,3,4,0,1,25,1,33,673,525,4,2
1538,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
8050,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
3390,1,15,0,0,2,0,3,4,0,1,1,0,12,581,450,4,3
7009,1,,0,0,2,0,3,15,1,2,10,0,14,1257,927,4,0
6623,13,14,0,0,2,1,3,4,0,1,4,3,4,1116,833,4,10
9691,1,15,0,0,2,1,3,4,0,1,66,4,215,1519,1119,4,14
8177,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
10873,11,14,0,0,3,1,3,3,0,1,2,1,192,1669,1235,4,0
7953,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
1080,13,13,0,0,4,1,3,6,0,1,10,0,49,327,255,4,0
1101,11,12,0,0,2,1,3,2,0,1,4,3,4,336,263,4,0
7397,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7899,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
2063,20,3,0,0,4,0,3,3,0,1,23,1,31,416,325,4,0
1368,6,6,0,0,2,1,3,4,0,1,11,3,18,394,301,4,4
7195,14,12,0,0,2,1,3,2,0,1,59,3,135,1269,935,4,12
5617,9,15,0,0,2,1,3,4,0,1,64,1,238,973,717,4,0
9791,9,4,0,0,2,0,3,2,0,1,6,5,7,1564,1154,4,2
13231,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
159,9,4,0,0,2,0,3,4,0,1,29,8,40,75,66,4,6
7044,6,5,0,0,4,1,3,17,0,1,20,7,29,1261,509,4,5
5612,3,11,0,0,7,1,3,2,0,1,4,3,4,970,715,4,10
6984,0,7,0,0,2,0,3,2,0,1,20,7,29,1242,142,4,5
7947,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
3083,6,6,0,0,2,0,3,4,0,1,16,5,23,489,379,4,2
11920,8,8,0,0,2,0,3,4,0,1,4,3,146,1928,876,4,4
8263,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
13076,11,12,0,0,2,1,3,4,0,1,17,1,213,1963,1451,4,0
3012,20,3,0,0,2,0,3,4,0,1,1,0,112,455,349,4,3
3391,1,15,0,0,2,0,3,4,0,1,1,0,12,581,450,4,3
3285,15,13,0,0,2,1,3,4,0,1,19,5,133,555,425,4,0
6955,12,13,0,0,7,1,3,2,0,1,36,9,149,1223,908,4,8
9969,6,10,0,0,2,0,3,4,0,1,0,0,5,696,311,4,1
9885,1,15,0,0,2,0,3,4,0,1,30,2,41,1589,540,4,2
9936,11,16,0,0,7,1,3,2,0,1,48,0,233,1606,1188,4,9
1060,3,1,0,0,2,1,3,2,0,1,8,2,82,316,244,4,9
3798,9,15,0,0,2,0,3,4,0,1,25,1,33,673,525,4,2
3186,16,6,0,0,2,1,3,4,0,1,38,9,62,520,406,4,6
13277,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
6747,0,15,0,0,2,1,3,2,0,1,48,0,114,1057,783,4,14
10062,16,18,0,0,0,1,3,0,0,1,0,0,5,696,311,4,1
282,11,13,0,0,2,0,3,4,0,1,38,9,62,115,98,4,8
9655,9,4,0,0,2,1,3,2,0,1,12,5,199,1503,1111,4,2
6508,1,15,0,0,2,1,3,4,0,1,8,2,155,1068,792,4,4
11159,13,11,0,0,2,1,3,2,0,1,29,8,40,1754,1303,4,8
3328,14,11,0,0,2,1,3,2,0,1,69,9,197,568,437,4,8
7894,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
4594,13,16,0,0,2,1,3,2,0,5,11,3,18,803,622,4,0
13211,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
6764,1,15,0,0,2,1,3,2,0,1,48,0,153,1154,302,4,14
3371,10,11,0,0,2,0,3,4,0,1,0,0,107,577,446,4,7
4060,14,14,0,0,6,1,3,6,0,1,4,3,202,738,576,4,0
5524,14,11,0,0,2,1,3,2,0,1,23,1,236,944,706,4,10
7468,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
13235,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
3725,6,6,0,0,2,0,3,4,0,1,62,5,147,667,519,4,2
11415,16,1,0,0,2,1,3,4,1,1,1,0,102,1800,1334,4,15
13292,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
