ISI0,sp+AF8-rati0g,mood1+AF8-rati0g,Curre0c1,Is+AF8-Emergi0g+AF8-Market,Se0iorit,Callable,Da1s+AF8-to+AF8-Settle,Collateral+AF8-T1pe,Coupo0+AF8-Freque0c1,Coupo0+AF8-T1pe,I0dustr1+AF8-Group,I0dustr1+AF8-Sector,I0dustr1+AF8-SubGroup,Issuer+AF8-0ame,Ticker,Country+AF8-Of+AF8-Domicile,Risk+AF8-Stripe
379,6,13,3,0,0,0,3,2,1,0,17,6,22,166,128,3,7
380,6,13,3,0,0,0,3,2,1,0,17,6,22,166,128,3,7
381,6,13,3,0,0,0,3,2,1,0,17,6,22,166,128,3,7
382,0,10,3,0,0,0,3,2,1,0,17,6,22,167,129,9,7
383,0,10,3,0,0,0,3,2,1,0,17,6,22,167,129,9,7
384,0,10,3,0,0,0,3,2,1,0,17,6,22,167,129,9,7
385,0,2,3,0,2,0,3,3,1,0,5,2,9,168,9,6,3
386,0,17,3,0,2,0,3,3,1,0,5,2,9,168,9,6,3
387,2,13,3,0,2,0,3,2,1,0,5,2,45,169,130,3,2
388,12,0,3,0,0,0,3,0,1,0,17,6,22,170,131,6,7
389,12,0,3,0,0,0,3,0,1,0,17,6,57,171,132,7,7
390,12,0,3,0,0,0,3,0,1,0,17,6,57,171,132,7,7
391,12,0,3,0,0,0,3,0,1,0,17,6,57,171,132,7,7
392,12,0,3,0,0,0,3,0,1,0,17,6,57,171,132,7,7
393,16,18,3,0,0,0,3,0,1,0,5,2,5,172,133,10,4
394,0,10,3,0,0,0,3,2,1,0,35,0,58,173,111,17,6
395,0,10,3,0,0,0,3,2,1,0,35,0,58,173,111,17,6
396,1,0,3,0,1,1,3,1,1,1,2,2,2,2,2,1,10
397,1,0,3,0,1,1,3,1,1,1,2,2,2,2,2,1,10
398,6,17,3,0,0,0,3,0,1,0,7,5,8,174,65,1,7
399,6,13,3,0,1,1,3,1,1,1,5,2,9,50,45,1,3
400,6,7,3,0,1,1,3,1,1,1,5,2,5,52,47,1,3
401,6,13,3,0,1,1,3,1,1,1,5,2,9,50,45,1,3
402,6,7,3,0,1,1,3,1,1,1,5,2,9,53,48,1,3
403,6,7,3,0,1,1,3,1,1,1,5,2,9,53,48,1,3
404,1,2,3,0,2,1,3,3,1,1,5,2,9,53,48,1,3
405,2,2,3,0,1,1,3,1,2,1,5,2,9,53,48,1,3
406,2,20,3,0,1,1,3,1,2,1,5,2,9,53,48,1,3
407,10,1,3,0,0,0,3,0,1,0,3,3,29,62,55,1,6
408,0,0,3,0,1,1,3,1,1,1,3,3,29,62,55,1,8
409,0,0,3,0,1,1,3,1,1,1,3,3,29,62,55,1,8
410,0,17,3,0,2,0,3,3,1,0,5,2,9,53,48,1,3
411,3,3,3,0,0,0,3,0,1,0,5,2,9,122,48,7,4
412,3,1,3,0,0,0,3,0,1,0,3,3,13,63,56,1,6
413,0,17,3,0,2,0,3,3,1,0,5,2,9,159,123,1,3
414,0,0,3,0,0,0,3,0,1,0,7,5,8,81,70,1,7
415,6,7,3,0,1,1,3,1,1,1,5,2,9,49,44,1,3
416,2,16,3,0,0,1,3,0,1,0,34,5,55,157,122,1,0
417,0,0,3,0,0,0,3,0,1,0,7,5,8,81,70,1,7
418,6,7,3,0,1,1,3,1,1,1,5,2,9,159,123,1,3
419,0,17,3,0,2,0,3,3,1,0,5,2,9,159,123,1,3
420,6,7,3,0,1,1,3,1,1,1,5,2,9,159,123,1,3
421,,7,3,0,1,1,3,1,1,1,5,2,9,159,123,1,3
422,0,17,3,0,2,0,3,3,1,0,5,2,9,159,123,1,3
423,9,11,3,0,0,0,3,0,1,0,30,1,44,93,83,1,6
424,1,10,3,0,0,0,3,2,1,0,35,0,58,175,134,7,6
425,1,10,3,0,0,0,3,2,1,0,35,0,58,175,134,7,6
426,1,10,3,0,0,0,3,2,1,0,35,0,58,175,134,7,6
427,1,10,3,0,0,0,3,2,1,0,35,0,58,175,134,7,6
428,1,10,3,0,0,0,3,2,1,0,35,0,58,175,134,7,6
429,9,11,3,0,0,0,3,2,1,0,26,4,59,176,135,7,5
430,9,11,3,0,0,0,3,2,1,0,26,4,59,176,135,7,5
431,16,18,3,0,0,0,3,0,1,0,5,2,5,95,85,7,4
432,16,18,3,0,0,0,3,0,1,0,5,2,5,95,85,7,4
433,0,0,3,0,0,0,3,2,1,0,3,3,13,177,136,18,6
434,0,17,3,0,0,1,3,2,1,0,26,4,59,178,137,7,5
435,2,13,3,0,1,1,3,1,1,1,5,2,9,148,84,7,3
436,3,1,3,0,0,0,3,0,1,0,33,2,54,153,119,7,4
437,6,10,3,0,1,1,3,1,1,1,5,2,5,97,87,7,3
438,2,13,3,0,1,1,3,1,1,1,5,2,5,97,87,7,3
439,3,11,3,0,1,1,3,2,1,1,2,2,56,165,127,16,10
440,6,13,3,0,0,0,3,0,1,0,12,4,17,179,138,7,5
441,6,13,3,0,0,0,3,0,1,0,12,4,17,179,138,7,5
442,0,10,3,0,0,0,3,2,1,0,3,3,13,131,108,8,6
443,0,10,3,0,0,0,3,2,1,0,3,3,13,131,108,8,6
444,12,0,3,0,0,0,3,2,1,0,3,3,13,129,107,8,6
445,4,5,3,0,0,0,3,0,1,0,7,5,8,133,8,7,7
446,4,5,3,0,0,0,3,0,1,0,7,5,8,133,8,7,7
447,2,7,3,0,1,1,3,1,1,1,17,6,22,180,139,8,8
448,0,10,3,0,2,0,3,3,1,0,5,2,5,144,89,8,3
449,3,1,3,0,0,0,3,0,1,0,5,2,5,144,89,8,4
450,12,,3,0,0,0,3,2,1,0,16,2,21,125,29,8,6
451,12,11,3,0,2,0,3,3,1,0,5,2,5,112,97,10,3
452,1,17,3,0,0,0,3,2,1,0,3,3,13,181,140,10,6
453,12,10,3,0,4,1,3,2,1,0,11,1,53,182,141,6,6
454,2,16,3,0,1,1,3,1,1,1,5,2,9,183,12,6,3
455,3,3,3,0,0,0,3,2,1,0,7,5,8,184,142,6,7
456,2,5,3,0,0,0,3,0,1,0,28,8,39,161,124,14,0
457,12,11,3,0,1,1,2,1,1,3,5,2,5,95,85,7,3
458,0,10,2,0,0,0,2,0,0,0,17,6,22,185,143,7,9
459,12,0,2,0,0,0,2,2,0,0,3,3,60,186,144,7,9
460,15,1,2,0,0,0,2,2,0,0,8,2,51,134,110,6,4
461,5,10,2,0,0,0,2,2,0,0,12,4,17,187,145,7,9
462,0,10,2,0,0,0,2,0,0,0,17,6,22,185,143,7,9
463,4,16,3,0,1,1,2,1,1,0,5,2,45,126,35,6,3
464,0,10,2,0,2,0,2,3,0,0,5,2,45,188,84,7,10
465,6,7,2,0,2,0,2,3,0,0,5,2,5,39,35,5,10
466,9,11,2,0,0,0,2,2,0,0,36,3,61,189,146,7,9
467,6,13,2,0,0,0,2,0,0,0,12,4,17,179,138,7,9
468,16,15,2,0,0,0,2,0,0,0,37,4,62,190,147,6,9
469,9,11,2,0,0,0,2,0,0,0,24,5,63,191,148,6,9
470,12,,2,0,0,0,2,2,0,0,15,1,20,192,149,7,5
471,12,0,2,0,0,0,2,2,1,0,17,6,22,193,150,8,9
472,1,10,2,0,2,0,2,2,0,0,5,2,9,194,104,6,10
473,8,18,2,0,0,0,2,0,1,0,24,5,64,195,151,6,9
474,0,11,2,0,2,0,2,3,0,0,2,2,2,2,2,1,10
475,10,1,2,0,0,0,2,0,0,0,3,3,29,62,55,1,9
476,2,16,2,0,0,0,2,0,1,0,18,5,24,196,152,7,5
477,1,17,2,0,2,0,2,3,0,0,5,2,5,116,100,7,10
478,0,0,2,0,2,1,2,3,0,1,2,2,7,197,153,7,10
479,9,11,2,0,0,0,2,0,0,0,3,3,60,198,154,7,9
480,9,11,2,0,2,0,2,3,0,0,2,2,7,199,155,7,10
481,,21,0,0,1,1,2,1,0,2,5,2,5,200,36,3,3
482,9,11,2,0,0,0,2,0,0,0,24,5,63,191,148,6,9
483,15,1,2,0,0,0,2,2,0,0,8,2,51,134,110,6,4
484,12,0,2,0,0,0,2,2,0,0,3,3,13,129,107,8,9
485,12,0,2,0,0,0,2,0,0,0,3,3,60,201,156,7,9
486,2,13,3,0,1,1,2,1,1,1,5,2,5,116,100,7,3
487,12,0,2,0,0,0,2,0,0,0,17,6,57,171,132,7,9
488,6,13,2,0,0,0,2,0,0,0,12,4,17,179,138,7,9
489,6,13,2,0,0,0,2,0,0,0,12,4,17,179,138,7,9
490,7,8,3,0,1,1,2,2,2,0,5,2,45,202,13,6,3
491,0,17,2,0,2,0,2,3,0,0,5,2,9,159,123,1,10
492,10,1,0,0,0,0,2,0,0,0,3,3,29,62,55,1,6
493,8,9,0,0,0,0,2,2,0,0,9,1,12,15,14,8,5
494,3,3,2,0,2,1,2,3,0,1,2,2,56,203,157,5,10
495,9,11,0,0,0,0,2,0,0,0,3,3,60,204,158,14,6
496,9,0,3,0,1,1,2,1,2,0,2,2,7,199,155,7,10
497,12,17,2,0,2,0,2,3,0,0,5,2,9,118,101,6,10
498,9,3,2,0,2,0,2,3,0,0,5,2,5,95,85,7,10
499,0,10,0,0,0,0,2,2,0,0,3,3,3,205,108,8,6
500,0,0,2,0,1,1,2,1,0,1,2,2,7,197,153,7,10
501,3,3,2,0,2,1,2,2,0,1,2,2,2,206,159,7,10
502,6,17,0,0,1,1,2,1,0,1,5,2,5,138,84,7,3
503,0,11,0,0,1,1,2,1,2,3,2,2,2,2,2,1,11
504,9,0,2,0,0,0,2,0,1,0,5,2,9,115,99,6,10
505,12,17,0,0,2,1,2,3,2,1,5,2,9,118,101,6,2
506,0,11,3,0,1,1,2,1,1,3,2,2,2,2,2,1,11
507,0,11,0,0,1,1,2,1,0,1,2,2,2,207,2,1,11
508,9,11,0,0,0,0,2,0,0,0,3,3,60,204,158,14,6
509,12,17,0,0,2,1,2,3,2,1,5,2,9,115,99,6,2
510,0,10,0,0,0,0,2,0,0,0,3,3,13,130,108,13,6
511,12,0,2,0,0,0,2,2,0,0,20,4,27,208,160,13,9
512,6,13,2,0,0,0,2,0,0,0,17,6,22,209,128,13,9
513,0,10,2,0,2,1,2,3,0,1,5,2,45,94,84,7,10
514,8,18,2,0,0,0,2,0,1,0,24,5,64,195,151,6,9
515,4,7,0,0,1,1,2,2,1,3,5,2,45,210,161,9,11
516,1,10,2,0,1,1,2,2,0,1,5,2,45,211,103,6,10
517,1,10,3,0,1,1,2,2,1,1,5,2,45,212,103,6,3
518,9,0,2,0,1,1,2,2,0,1,2,2,7,213,162,7,10
519,7,8,0,0,1,1,2,1,0,0,5,2,9,14,13,7,3
520,0,10,2,0,1,1,2,1,0,1,2,2,7,197,153,7,10
521,9,11,2,0,0,0,2,0,0,0,2,2,2,214,163,6,4
522,6,10,0,0,1,1,2,1,1,1,5,2,5,215,164,1,11
523,0,,0,0,1,1,2,1,0,1,2,2,2,2,2,1,11
524,0,17,3,0,2,0,2,2,0,1,5,2,45,216,165,3,11
525,10,3,0,0,1,1,2,2,0,1,2,2,2,31,21,8,10
526,9,11,2,0,0,0,2,0,0,0,5,2,9,136,112,6,10
527,6,10,0,0,1,1,2,1,0,3,5,2,5,215,164,1,11
528,9,,0,0,0,0,2,0,0,0,3,3,29,217,166,0,6
529,12,0,0,0,0,0,2,0,0,0,36,3,65,218,146,7,6
530,2,7,0,0,1,1,2,1,0,1,5,2,5,116,100,7,3
531,1,10,0,0,2,1,2,3,0,1,5,2,5,138,84,7,4
532,6,13,0,0,0,0,2,2,0,0,38,1,66,219,167,13,5
533,,7,2,0,1,1,2,1,0,1,2,2,7,220,168,7,10
534,,16,0,0,1,1,2,1,0,3,8,2,67,221,169,5,3
535,6,10,0,0,1,1,2,1,0,1,5,2,5,215,164,1,3
536,9,11,2,0,0,0,2,7,0,0,3,3,13,222,144,7,9
537,,21,3,0,1,1,2,1,2,2,5,2,11,41,36,5,3
538,,,2,0,0,0,2,0,0,0,23,2,31,223,170,7,9
539,10,3,0,0,0,0,2,2,0,0,4,4,4,224,171,7,6
540,6,13,2,0,0,0,2,0,0,0,17,6,22,209,128,13,9
541,6,17,0,0,0,0,2,0,0,0,3,3,13,127,105,8,6
542,0,0,2,0,0,0,2,7,0,0,36,3,65,225,172,7,9
543,0,0,0,0,1,1,2,1,0,1,39,4,68,226,173,5,8
544,12,0,2,0,0,0,2,2,0,0,36,3,65,227,174,7,9
545,12,17,0,0,2,1,2,3,2,1,5,2,9,118,101,6,2
546,0,10,2,0,0,0,2,2,0,0,17,6,22,167,129,9,9
547,9,11,2,0,0,0,2,7,0,0,3,3,60,198,154,7,9
548,2,7,0,0,1,1,2,1,0,1,5,2,45,107,94,8,3
549,10,1,3,0,0,0,2,2,0,0,15,1,20,32,28,8,7
550,9,3,2,0,2,0,2,3,0,0,5,2,5,95,85,7,10
551,6,13,2,0,0,0,2,0,0,0,12,4,17,179,138,7,9
552,6,13,2,0,0,0,2,0,0,0,12,4,17,179,138,7,9
553,9,0,0,0,0,0,2,0,0,0,2,2,2,228,175,6,10
554,9,0,2,0,0,0,2,0,0,0,2,2,2,228,175,6,10
555,7,8,0,0,1,1,2,1,0,1,40,5,69,229,176,6,8
556,15,1,2,0,0,0,2,2,0,0,8,2,51,230,110,18,4
557,1,13,0,0,1,1,2,2,0,1,29,0,41,231,177,1,8
558,6,13,2,0,0,0,2,0,0,0,17,6,22,209,128,13,9
559,9,11,0,0,0,0,2,0,0,0,5,2,9,136,112,6,2
560,1,10,0,0,2,1,2,2,2,1,5,2,5,232,161,9,2
561,5,13,0,0,1,1,2,2,0,1,2,2,2,233,178,8,10
562,5,13,2,0,1,1,2,2,0,1,2,2,2,233,178,8,10
563,5,13,2,0,1,1,2,1,0,1,2,2,2,234,178,13,10
564,9,0,0,0,2,1,2,2,0,1,29,0,70,235,179,8,8
565,9,0,2,0,2,1,2,2,1,1,29,0,70,235,179,8,8
566,1,0,2,0,1,1,2,1,0,1,2,2,2,2,2,1,10
567,12,11,2,0,1,1,2,2,0,1,15,1,20,32,28,8,8
568,12,17,0,0,2,0,2,3,0,0,5,2,9,115,99,6,2
569,2,13,3,0,1,1,2,1,1,1,5,2,5,116,100,7,3
570,7,20,3,0,1,1,2,1,0,0,5,2,5,236,180,8,3
571,12,10,0,0,2,0,2,3,0,0,5,2,9,136,112,6,2
572,12,10,2,0,2,0,2,3,0,0,5,2,9,136,112,6,10
573,,21,0,0,0,0,2,0,0,2,5,2,11,237,181,0,3
574,10,3,0,0,0,0,2,0,0,0,5,2,71,238,182,6,2
575,12,17,2,0,2,0,2,3,1,0,5,2,9,115,99,6,10
576,14,22,0,0,0,0,2,2,0,0,17,6,22,239,183,7,0
577,8,18,2,0,0,0,2,0,1,0,24,5,64,195,151,6,9
578,5,13,2,0,1,1,2,1,0,1,2,2,2,234,178,13,10
579,1,10,2,0,2,1,2,2,2,1,5,2,5,232,161,9,10
580,6,13,2,0,0,0,2,0,1,0,12,4,17,179,138,7,9
581,,21,3,0,1,1,2,1,0,1,5,2,11,240,184,6,3
582,12,0,2,0,0,0,2,0,0,0,17,6,22,241,185,6,9
583,6,13,0,0,0,0,2,0,0,0,12,4,17,179,138,7,5
584,,1,0,0,0,0,2,2,2,3,8,2,51,242,110,18,4
585,12,10,2,0,1,1,2,1,1,1,2,2,7,243,186,7,10
586,15,1,2,0,0,0,2,2,0,0,8,2,51,230,110,18,4
587,12,10,2,0,2,0,2,3,0,0,5,2,9,136,112,6,10
588,1,10,0,0,2,1,2,2,2,1,5,2,5,232,161,9,2
589,3,11,0,0,1,1,2,1,0,1,2,2,56,203,157,5,10
590,0,10,0,0,0,0,2,0,0,0,3,3,13,130,108,13,6
591,0,10,2,0,0,0,2,0,0,0,17,6,22,185,143,7,9
592,2,7,0,0,2,1,2,3,0,1,41,1,72,244,187,7,8
593,2,13,3,0,1,1,2,1,1,1,5,2,5,116,100,7,3
594,12,3,3,0,2,0,2,3,1,0,5,2,5,160,87,7,3
595,7,8,0,0,1,1,2,1,0,1,5,2,9,14,13,7,3
596,1,0,0,0,1,1,2,1,0,1,2,2,2,2,2,1,10
597,1,0,2,0,1,1,2,1,0,1,2,2,2,2,2,1,10
598,12,0,2,0,0,0,2,2,0,0,3,3,13,129,107,8,9
599,6,17,3,0,0,0,2,0,1,0,3,3,13,127,105,8,6
600,1,17,3,0,2,0,2,3,1,0,5,2,5,116,100,7,3
601,1,17,2,0,2,1,2,3,0,1,5,2,5,116,100,7,10
602,0,10,2,0,2,1,2,3,0,1,5,2,5,245,104,7,10
603,6,7,0,0,1,1,2,1,0,1,5,2,9,159,123,1,3
604,6,17,0,0,1,1,2,1,0,1,5,2,5,246,188,14,3
605,10,18,0,0,0,0,2,0,0,0,5,2,5,120,103,8,4
606,1,17,0,0,2,0,2,3,0,0,5,2,5,116,100,7,4
607,10,15,3,0,1,1,3,3,1,1,5,2,48,247,86,6,3
608,9,11,2,0,0,0,2,0,1,0,5,2,9,136,112,6,10
609,15,1,0,0,0,0,2,2,0,0,8,2,51,242,110,18,4
610,12,3,0,0,2,0,2,3,0,0,5,2,9,139,85,7,4
611,12,3,2,0,2,0,2,3,0,0,5,2,9,139,85,7,10
612,6,7,0,0,2,0,2,3,0,0,5,2,9,158,13,7,4
613,9,11,2,0,0,0,2,0,1,0,5,2,9,136,112,6,10
614,,23,0,0,1,1,2,1,0,2,42,10,73,248,189,0,3
615,1,10,2,0,0,0,2,2,0,0,35,0,58,175,134,7,9
616,9,0,2,0,0,0,2,0,0,0,5,2,9,115,99,6,10
617,9,11,0,0,0,0,2,0,0,0,5,2,9,136,112,6,2
618,9,11,2,0,0,0,2,0,0,0,36,3,61,189,146,7,9
619,0,0,2,0,2,1,2,3,1,1,2,2,7,197,153,7,10
620,9,0,2,0,0,0,2,0,1,0,5,2,9,115,99,6,10
621,12,3,2,0,2,0,2,3,0,0,5,2,9,139,85,7,10
622,0,17,2,0,0,0,2,2,0,0,26,4,59,178,137,7,9
623,6,13,2,0,1,1,2,1,1,1,5,2,45,94,84,7,10
624,1,17,0,0,0,0,2,0,0,0,17,6,22,180,139,8,7
625,6,13,2,0,0,0,2,0,0,0,12,4,17,179,138,7,9
626,16,18,2,0,0,0,2,2,0,0,32,9,49,249,190,11,9
627,6,13,0,0,0,0,2,0,0,0,17,6,22,209,128,13,7
628,,1,2,0,0,0,2,0,1,0,5,2,45,94,84,7,4
629,12,0,2,0,0,0,2,2,0,0,17,6,22,193,150,8,9
630,3,11,2,0,0,0,2,2,0,0,38,1,66,250,191,7,9
631,12,0,2,0,0,0,2,0,0,0,17,6,22,241,185,6,9
632,1,17,2,0,2,0,2,3,0,0,5,2,5,116,100,7,10
633,6,13,2,0,0,0,2,0,0,0,17,6,22,209,128,13,9
634,9,11,2,0,2,1,2,3,1,1,2,2,7,199,155,7,10
635,1,10,3,0,1,1,2,1,1,1,5,2,5,120,103,8,3
636,8,1,0,0,0,0,2,0,0,0,4,4,4,251,192,6,6
637,8,1,2,0,0,0,2,0,0,0,4,4,4,251,192,6,9
638,1,17,3,0,2,0,2,3,1,0,5,2,5,116,100,7,3
639,12,0,2,0,0,0,2,0,1,0,8,2,10,252,193,7,9
640,0,0,2,0,0,0,2,2,0,0,3,3,13,253,194,8,9
641,9,11,0,0,0,0,2,2,0,0,3,3,13,254,195,8,6
642,3,3,0,0,2,1,2,3,0,1,2,2,2,255,159,18,10
643,6,7,0,0,1,1,2,1,0,1,5,2,9,159,123,1,3
644,3,1,2,0,0,0,2,0,1,0,33,2,54,153,119,7,4
645,0,10,2,0,0,0,2,2,0,0,3,3,13,131,108,8,9
646,9,0,2,0,0,0,2,0,1,0,5,2,9,115,99,6,10
647,15,1,0,0,0,0,2,2,0,0,8,2,51,242,110,18,4
648,6,17,3,0,0,0,2,0,1,0,3,3,13,127,105,8,6
649,0,10,3,0,0,0,2,2,1,0,11,1,53,142,113,3,6
650,8,1,0,0,0,0,2,0,0,0,4,4,4,76,69,1,6
651,,16,3,0,1,1,2,1,0,1,5,2,5,256,169,5,3
652,16,18,2,0,0,0,2,0,0,0,5,2,5,172,133,10,4
653,5,13,0,0,0,0,2,2,1,0,11,1,53,257,196,3,6
654,1,13,2,0,2,0,2,2,1,0,5,2,5,258,84,7,10
655,1,13,2,0,2,0,2,2,1,0,5,2,5,258,84,7,10
656,0,17,0,0,2,0,2,2,0,0,5,2,5,259,84,7,3
657,1,13,0,0,2,0,2,2,0,0,5,2,5,258,84,7,3
658,0,17,0,0,2,0,2,2,0,0,5,2,5,259,84,7,3
659,0,17,2,0,2,0,2,2,1,0,5,2,5,259,84,7,10
660,0,17,0,0,2,0,2,2,1,0,5,2,5,259,84,7,3
661,1,13,0,0,2,0,2,2,0,0,5,2,5,258,84,7,3
662,1,13,0,0,2,0,2,2,0,0,5,2,5,258,84,7,3
663,0,17,2,0,2,0,2,2,0,0,5,2,5,259,84,7,10
664,1,13,3,0,2,0,2,2,1,0,5,2,5,258,84,7,3
665,9,11,0,0,0,0,2,0,0,0,5,2,9,136,112,6,2
666,9,11,0,0,0,0,2,2,0,0,26,4,59,260,135,8,5
667,0,10,2,0,0,0,2,2,0,0,17,6,22,167,129,9,9
668,6,,3,0,1,1,2,2,1,1,5,2,5,258,84,7,3
669,16,18,2,0,0,0,2,0,0,0,5,2,5,96,86,10,4
670,6,,3,0,1,1,2,1,1,1,5,2,45,94,84,7,3
671,5,13,0,0,0,0,2,2,1,0,11,1,53,257,196,3,6
672,,,0,0,0,0,2,0,0,0,10,6,14,261,197,13,7
673,0,17,0,0,1,1,2,1,0,1,3,3,3,262,198,8,8
674,9,3,0,0,2,0,2,3,0,0,5,2,5,96,86,10,4
675,6,4,0,0,0,0,2,0,0,0,17,6,22,209,128,13,7
676,10,3,2,0,2,1,2,6,1,1,8,2,51,263,110,6,4
677,10,3,0,0,2,1,2,6,0,1,8,2,51,264,110,6,4
678,0,10,0,0,0,0,2,2,0,0,17,6,74,265,199,3,7
679,0,0,0,0,0,0,2,2,0,0,3,3,13,266,136,9,6
680,2,5,0,0,0,0,2,0,1,0,28,8,39,161,124,14,0
681,0,10,0,0,0,0,2,0,0,0,43,2,75,267,200,7,5
682,0,,3,0,2,0,2,2,1,0,5,2,5,259,84,7,3
683,2,16,0,0,0,0,2,2,0,4,11,1,16,268,201,1,6
684,3,0,0,0,0,0,2,2,0,0,4,4,4,269,202,5,6
685,0,10,0,0,2,0,2,3,0,0,5,2,45,94,84,7,4
686,7,5,0,0,0,0,2,2,1,0,1,1,76,270,203,9,0
687,1,0,0,0,0,0,2,0,0,0,5,2,5,145,114,13,2
688,0,10,2,0,2,0,2,3,1,0,5,2,45,94,84,7,10
689,12,10,0,0,0,0,2,2,0,0,15,1,20,192,149,7,5
690,8,9,0,0,0,0,2,2,0,0,9,1,12,15,14,8,5
691,,17,2,0,0,0,2,2,0,0,9,1,46,271,204,7,9
692,8,9,0,0,0,0,2,2,0,0,9,1,12,15,14,8,5
693,1,17,0,0,2,0,2,3,0,0,5,2,5,116,100,7,4
694,0,0,0,0,2,0,2,3,0,0,33,2,54,153,119,7,4
695,7,8,0,0,1,1,2,1,0,1,5,2,9,272,130,13,2
696,,,2,0,0,0,2,0,0,0,24,5,32,273,205,7,9
697,3,1,0,0,0,0,2,2,0,0,17,6,77,274,206,10,7
698,16,9,0,0,0,0,2,2,0,0,32,9,49,275,207,1,6
699,,13,0,0,0,0,2,0,0,0,44,5,78,276,208,5,6
700,16,1,0,0,0,0,2,0,0,0,45,2,79,277,209,14,5
701,,22,2,0,0,0,2,0,1,0,5,2,80,278,210,7,3
702,0,10,0,0,2,0,2,3,0,0,5,2,5,150,117,10,4
703,3,1,2,0,0,0,2,0,0,0,5,2,45,94,84,7,4
704,1,,0,0,2,1,2,2,1,1,32,9,81,279,211,10,8
705,0,10,2,0,0,0,2,2,0,0,17,6,22,167,129,9,9
706,11,14,0,0,0,1,2,2,1,0,41,1,72,280,212,18,0
707,12,0,0,0,0,0,2,2,0,0,17,6,22,193,150,8,7
708,3,2,0,0,0,0,2,0,0,0,23,2,31,281,213,1,6
709,5,24,0,0,2,0,2,3,0,0,5,2,5,282,214,13,2
710,9,11,2,0,0,0,2,2,0,0,10,6,82,283,215,6,9
711,2,13,3,0,1,1,2,2,1,0,8,2,25,284,117,6,3
712,14,24,0,0,0,1,2,2,1,0,46,4,83,285,216,3,1
713,9,0,2,0,0,0,2,0,0,0,3,3,60,286,217,7,9
714,10,18,0,0,0,0,2,0,0,0,5,2,5,120,103,8,4
715,10,18,2,0,0,0,2,0,0,0,5,2,5,120,103,8,4
716,,,3,0,1,1,2,1,1,1,5,2,5,120,103,8,3
717,3,3,2,0,0,0,2,0,0,0,5,2,9,122,48,7,4
718,9,11,0,0,0,0,2,0,0,0,3,3,3,262,198,8,6
719,6,7,0,0,0,0,2,2,0,0,7,5,8,287,218,3,7
720,1,17,0,0,2,0,2,3,0,0,5,2,5,116,100,7,4
721,2,7,0,0,2,1,2,2,1,1,3,3,13,288,140,10,8
722,17,16,0,0,1,1,2,2,0,2,2,2,84,289,219,8,10
723,6,7,0,0,2,0,2,3,0,0,5,2,5,290,220,0,4
724,1,17,3,0,2,0,2,3,1,0,5,2,45,107,94,8,3
725,12,25,2,0,2,0,2,2,0,0,2,2,7,291,153,7,10
726,9,11,0,0,0,0,2,0,0,0,5,2,9,136,112,6,2
727,0,10,0,0,0,0,2,2,0,0,36,3,65,292,221,9,6
728,,17,0,0,1,1,2,1,0,1,32,9,49,293,222,0,8
729,0,10,2,0,0,0,2,2,0,0,10,6,82,294,223,6,9
730,,13,2,0,2,0,2,3,1,0,2,2,7,220,168,7,10
731,8,9,0,0,0,0,2,2,0,0,9,1,12,15,14,8,5
732,0,17,0,0,0,0,2,2,0,0,26,4,59,178,137,7,5
733,4,5,0,0,0,0,2,2,0,0,7,5,8,8,8,3,7
734,0,0,2,0,0,0,2,2,0,0,3,3,60,295,136,7,9
735,6,17,2,0,1,1,2,1,0,1,3,3,13,296,194,5,8
736,1,17,0,0,0,0,2,0,0,0,17,6,22,180,139,8,7
737,,11,0,0,0,0,2,0,0,0,32,9,49,293,222,0,6
738,,0,0,0,0,0,2,0,0,0,3,3,13,17,15,5,6
739,0,17,0,0,0,0,2,2,0,0,26,4,59,178,137,7,5
740,1,17,2,0,0,0,2,0,0,0,24,5,32,297,224,7,9
741,0,10,2,0,2,1,2,3,0,1,5,2,45,94,84,7,10
742,0,10,3,0,2,1,2,3,0,1,5,2,45,94,84,7,3
743,16,15,0,0,0,0,2,0,0,0,5,2,5,155,121,14,4
744,10,18,0,0,0,0,2,0,0,0,5,2,5,120,103,8,4
745,16,18,2,0,0,0,2,0,0,0,5,2,5,162,125,14,4
746,12,11,2,0,0,0,2,2,0,0,19,3,26,298,225,7,9
747,0,3,3,0,2,0,2,3,1,0,5,2,5,97,87,7,3
748,10,3,2,0,0,0,2,2,0,0,7,5,8,299,33,8,9
749,15,1,2,0,0,0,2,2,0,0,8,2,51,230,110,18,4
750,3,1,0,0,0,0,2,0,0,0,5,2,45,94,84,7,4
751,0,2,0,0,0,0,2,0,0,0,20,4,85,300,226,14,5
752,1,17,0,0,0,0,2,0,0,0,17,6,22,180,139,8,7
753,8,9,0,0,0,0,2,2,0,0,9,1,12,15,14,8,5
754,6,2,3,0,2,1,2,3,1,1,5,2,9,158,13,7,3
755,3,26,0,0,0,0,2,0,0,0,21,1,86,301,227,14,6
756,12,0,0,0,0,0,2,0,0,0,6,4,6,302,228,8,5
757,10,18,2,0,0,0,2,0,0,0,5,2,5,120,103,8,4
758,6,13,0,0,0,0,2,2,1,0,46,4,87,303,229,8,6
759,8,1,0,0,0,0,2,2,0,0,4,4,4,304,230,8,6
760,3,3,0,0,0,0,2,2,0,0,1,1,76,305,231,8,6
761,0,10,2,0,0,0,2,2,0,0,17,6,57,306,232,7,9
