ISIN,SP_Rating,Moody_Rating,Currency,Is_Emerging_Market,Seniority,Callable,Days_to_Settle,Issue_Date,Collateral_Type,Coupon_Frequency,Coupon_Type,Maturity_Date,Industry_Group,Industry_Sector,Industry_SubGroup,Issuer_Name,Ticker,Country_Of_Domicile,Risk_Stripe
1200,16,6,0,0,2,0,3,2009,4,0,1,2019,0,0,120,373,295,4,1
1201,16,6,0,0,2,1,3,2012,4,0,1,2017,0,0,120,373,295,4,1
1202,16,6,0,0,2,1,3,2012,4,0,1,2017,0,0,120,373,295,4,1
1203,16,6,0,0,2,1,3,2012,4,0,1,2018,0,0,120,373,295,4,1
1204,16,6,0,0,2,1,3,2013,4,0,1,2018,0,0,120,373,295,4,1
1205,16,6,0,0,2,1,3,2014,4,0,1,2019,0,0,120,373,295,4,1
1206,16,6,0,0,2,1,3,2014,4,0,1,2020,0,0,120,373,295,4,1
1207,16,6,0,0,2,1,3,2015,4,0,1,2020,0,0,120,373,295,4,1
1208,0,,0,0,2,0,3,2015,4,0,1,2019,10,0,49,374,296,4,0
1209,16,6,0,0,2,0,3,2010,2,0,1,2020,4,3,146,375,297,8,4
1210,16,6,0,0,2,0,3,2011,2,0,1,2021,4,3,146,375,297,8,4
1211,16,6,0,0,2,0,3,2011,2,0,1,1941,4,3,146,375,297,8,4
1213,11,12,0,0,2,1,3,2013,2,0,1,2021,63,5,157,377,299,4,9
1214,5,5,0,0,2,0,3,1996,2,0,1,2026,3,2,109,378,300,20,6
1215,5,5,0,0,2,0,3,2007,2,0,1,2017,3,2,109,379,300,20,6
1216,5,5,0,0,2,0,3,2009,2,0,1,2019,3,2,109,379,300,20,6
1217,5,5,0,0,2,0,3,2011,2,0,1,2021,3,2,109,379,300,20,6
1218,5,5,0,0,2,0,3,2012,2,0,1,2017,3,2,109,379,300,20,6
1219,5,5,0,0,2,0,3,2012,2,0,1,2022,3,2,109,379,300,20,6
1220,5,5,0,0,2,0,3,2012,2,0,1,1942,3,2,109,379,300,20,6
1221,5,5,0,0,2,0,3,2013,2,0,1,2018,3,2,109,379,300,20,6
1222,5,5,0,0,2,0,3,2013,2,0,1,2023,3,2,109,379,300,20,6
1223,5,5,0,0,2,0,3,2013,2,0,1,1943,3,2,109,379,300,20,6
1224,6,6,0,0,2,0,3,2008,2,0,1,2018,11,3,18,380,301,4,4
1225,4,18,0,0,2,0,3,2007,4,0,1,2017,48,0,153,381,302,4,1
1226,4,18,0,0,2,1,3,2010,4,0,1,2021,48,0,153,381,302,4,1
1227,4,18,0,0,2,1,3,2012,4,0,1,2023,48,0,153,381,302,4,1
1231,6,6,0,0,2,0,3,2009,2,0,1,2019,4,3,146,382,260,8,4
1232,6,6,0,0,2,0,3,2010,2,0,1,2020,4,3,146,382,260,8,4
1233,6,6,0,0,2,0,3,2011,2,0,1,2021,4,3,146,382,260,8,4
1234,6,6,0,0,2,0,3,2011,2,0,1,2021,4,3,146,382,260,8,4
1235,6,6,0,0,2,0,3,2012,2,0,1,2017,4,3,146,382,260,8,4
1236,6,6,0,0,2,0,3,2012,2,0,1,2022,4,3,146,382,260,8,4
1237,6,6,0,0,2,0,3,2012,2,0,1,2022,4,3,146,382,260,8,4
1238,6,6,0,0,2,0,3,2012,2,0,1,2017,4,3,146,382,260,8,4
1239,6,6,0,0,2,0,3,2013,2,0,1,2023,4,3,146,382,260,8,4
1240,6,6,0,0,2,0,3,2013,2,0,1,2018,4,3,146,382,260,8,4
1241,6,6,0,0,2,0,3,2013,2,0,1,2018,4,3,146,382,260,8,4
1242,6,6,0,0,2,0,3,2013,2,0,1,2023,4,3,146,382,260,8,4
1243,6,6,0,0,2,0,3,2014,2,0,1,2024,4,3,146,382,260,8,4
1244,6,6,0,0,2,0,3,2014,2,0,1,2019,4,3,146,382,260,8,4
1245,6,6,0,0,2,0,3,2014,2,0,1,2024,4,3,146,382,260,8,4
1246,6,6,0,0,2,0,3,2014,2,0,1,2020,4,3,146,382,260,8,4
1247,6,6,0,0,2,0,3,2015,2,0,1,2020,4,3,146,382,260,8,4
1248,6,6,0,0,2,0,3,2015,2,0,1,2018,4,3,146,382,260,8,4
1249,6,6,0,0,2,0,3,2015,2,0,1,2022,4,3,146,382,260,8,4
1250,6,6,0,0,2,0,3,2015,2,0,1,2025,4,3,146,382,260,8,4
1251,5,3,0,0,4,0,3,2006,14,0,1,2024,12,5,21,383,303,4,0
1254,5,3,0,0,4,0,3,2005,14,0,1,2023,12,5,21,385,303,4,0
1256,5,5,0,0,2,0,3,2012,4,0,1,2017,0,0,5,14,13,7,3
1258,5,5,0,0,2,0,3,2011,2,0,1,2021,0,0,5,14,13,7,3
1259,5,3,0,0,4,0,3,2005,14,0,1,2023,12,5,21,386,303,4,0
1260,5,3,0,0,4,0,3,2006,14,0,1,2024,12,5,21,387,303,4,0
1261,6,6,0,0,2,0,3,2009,2,0,1,2019,4,3,146,388,260,4,4
1270,5,5,0,0,2,0,3,2013,2,0,1,2023,0,0,5,14,13,7,3
1274,5,,0,0,2,0,3,2013,2,1,0,1933,0,0,5,14,13,7,3
1275,5,,0,0,8,1,3,2013,2,1,0,1933,0,0,5,14,13,7,3
1279,5,5,0,0,2,0,3,2013,4,0,1,2018,0,0,5,14,13,7,3
1289,5,5,0,0,2,0,3,2013,2,0,1,2018,0,0,5,14,13,7,3
1298,5,5,0,0,2,0,3,2014,2,0,1,2017,0,0,5,14,13,7,3
1299,5,5,0,0,2,0,3,2014,2,0,1,2019,0,0,5,14,13,7,3
1303,6,6,0,0,2,0,3,2013,2,0,1,2018,0,0,0,389,304,7,3
1304,6,6,0,0,2,0,3,2014,2,0,1,2017,0,0,0,389,304,7,3
1305,6,6,0,0,2,0,3,2014,2,0,1,2024,0,0,0,389,304,7,3
1306,6,6,0,0,2,0,3,2014,2,0,1,2019,0,0,0,389,304,7,3
1307,6,6,0,0,2,0,3,2014,4,0,1,2017,0,0,0,389,304,7,0
1308,6,6,0,0,2,0,3,2015,2,0,1,2018,0,0,0,389,304,7,3
1309,6,6,0,0,2,0,3,2015,2,0,1,2020,0,0,0,389,304,7,3
1310,12,12,0,0,2,1,3,2013,4,0,1,2021,36,9,158,390,305,4,0
1311,1,7,0,0,0,0,3,2013,0,0,1,2023,0,0,0,389,304,7,3
1312,1,7,0,0,0,0,3,2014,0,0,1,2024,0,0,0,389,304,7,3
1313,1,7,0,0,0,0,3,2014,0,0,1,2024,0,0,0,389,304,7,3
1315,1,7,0,0,0,0,3,2013,0,0,1,2023,0,0,0,389,304,7,3
1316,1,7,0,0,0,0,3,2014,0,0,1,2024,0,0,0,389,304,7,3
1317,1,7,0,0,0,0,3,2014,0,0,1,2024,0,0,0,389,304,7,3
1324,1,15,0,0,0,0,3,2014,2,0,1,2024,0,0,5,14,13,7,3
1342,5,5,0,0,2,0,3,2015,4,0,1,2020,0,0,5,14,13,7,3
1360,5,3,0,0,6,0,3,2015,14,0,1,2028,12,5,21,391,303,4,0
1361,12,12,0,0,2,0,3,2008,4,0,1,2018,36,9,158,392,305,4,0
1362,4,12,0,0,2,0,3,2012,4,0,1,2022,36,9,158,392,305,4,0
1363,4,12,0,0,2,0,3,2012,4,0,1,2022,36,9,158,392,305,4,0
1364,16,,0,0,6,0,3,2011,6,0,1,2021,14,5,72,393,306,8,0
1365,6,6,0,0,2,0,3,1999,4,0,1,2029,11,3,18,394,301,4,4
1366,6,6,0,0,2,0,3,2008,4,0,1,2018,11,3,18,394,301,4,4
1367,6,6,0,0,2,0,3,2010,4,0,1,1940,11,3,18,394,301,4,4
1368,6,6,0,0,2,1,3,2012,4,0,1,2021,11,3,18,394,301,4,4
1369,12,20,0,0,2,1,3,2012,2,0,1,2019,17,1,73,395,307,4,0
1370,15,13,0,0,2,1,3,2014,4,0,1,2021,41,8,159,396,308,4,0
1371,2,1,0,0,2,0,3,2012,2,0,1,2022,19,5,133,397,309,4,9
1372,2,1,0,0,2,0,3,2013,2,0,1,2023,19,5,133,397,309,4,9
1373,2,1,0,0,2,0,3,2015,2,0,1,2025,19,5,133,397,309,4,9
1374,16,10,0,0,2,0,3,2003,4,0,1,1933,20,7,29,398,310,4,5
1375,16,10,0,0,2,0,3,2007,4,0,1,1936,20,7,29,398,310,4,5
1376,16,10,0,0,2,1,3,2011,4,0,1,2021,20,7,29,398,310,4,5
1377,16,10,0,0,2,1,3,2012,4,0,1,2022,20,7,29,398,310,4,5
1378,16,10,0,0,2,1,3,2013,4,0,1,2023,20,7,29,398,310,4,5
1379,16,4,0,0,0,0,3,1995,0,0,1,2025,0,0,160,399,311,4,1
1380,16,4,0,0,0,0,3,1996,0,0,1,2026,0,0,160,399,311,4,1
1381,16,4,0,0,0,0,3,1997,0,0,1,2027,0,0,160,399,311,4,1
1382,16,4,0,0,0,0,3,1998,0,0,7,2019,0,0,160,399,311,4,1
1392,16,4,0,0,2,0,3,2010,4,1,0,2017,0,0,5,402,314,4,1
1403,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1408,16,4,0,0,2,0,3,2010,4,1,0,2017,0,0,5,402,314,4,1
1410,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1411,16,4,0,0,2,0,3,2010,4,1,0,2017,0,0,5,402,314,4,1
1412,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1413,16,4,0,0,2,0,3,2010,4,1,0,2017,0,0,5,402,314,4,1
1414,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1416,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1417,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1418,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1421,16,4,0,0,2,1,3,2010,4,0,7,2025,0,0,5,402,314,4,1
1423,16,4,0,0,2,1,3,2010,4,0,7,1935,0,0,5,402,314,4,1
1424,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1425,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1426,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1427,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1429,16,4,0,0,2,0,3,2010,4,1,0,2020,0,0,5,402,314,4,1
1430,16,0,0,0,2,1,3,2011,4,1,0,1931,0,0,5,402,314,4,1
1434,16,0,0,0,2,1,3,2011,4,1,0,1931,0,0,5,402,314,4,1
1435,16,4,0,0,2,0,3,2011,4,3,0,2021,0,0,5,402,314,4,1
1437,16,4,0,0,2,1,3,2011,4,0,7,1941,0,0,5,402,314,4,1
1438,16,4,0,0,2,0,3,2011,4,3,0,2021,0,0,5,402,314,4,1
1439,16,4,0,0,2,0,3,2011,4,3,0,2021,0,0,5,402,314,4,1
1443,16,4,0,0,2,0,3,2011,4,3,0,2021,0,0,5,402,314,4,1
1444,16,4,0,0,2,0,3,2011,4,1,0,2021,0,0,5,402,314,4,1
1445,16,0,0,0,2,1,3,2011,4,1,0,1931,0,0,5,402,314,4,1
1447,16,0,0,0,2,1,3,2011,4,1,0,2026,0,0,5,402,314,4,1
1448,16,0,0,0,2,1,3,2011,4,1,0,1931,0,0,5,402,314,4,1
1450,16,0,0,0,2,1,3,2011,4,1,0,1931,0,0,5,402,314,4,1
1451,16,0,0,0,2,1,3,2011,4,1,0,1931,0,0,5,402,314,4,1
1454,16,0,0,0,2,1,3,2012,4,1,0,1932,0,0,5,402,314,4,1
1456,16,0,0,0,2,1,3,2012,4,1,0,1932,0,0,5,402,314,4,1
1457,16,0,0,0,2,1,3,2012,4,1,0,1932,0,0,5,402,314,4,1
1458,16,0,0,0,2,1,3,2012,4,1,0,1932,0,0,5,402,314,4,1
1459,16,0,0,0,2,1,3,2012,4,1,0,1930,0,0,5,402,314,4,1
1460,16,0,0,0,2,1,3,2012,4,1,0,1932,0,0,5,402,314,4,1
1461,16,0,0,0,2,0,3,2012,4,,6,2018,0,0,5,402,314,4,1
1462,16,4,0,0,2,0,3,2012,4,1,0,2022,0,0,5,402,314,4,1
1463,16,4,0,0,2,0,3,2012,4,1,0,2022,0,0,5,402,314,4,1
1464,16,4,0,0,2,0,3,2013,4,1,2,2021,0,0,5,402,314,4,1
1465,16,4,0,0,8,0,3,2013,9,1,0,2023,0,0,5,402,314,4,0
1466,16,0,0,0,2,0,3,2013,4,1,0,1933,0,0,5,402,314,4,1
1467,16,0,0,0,2,0,3,2013,4,1,0,1933,0,0,5,402,314,4,1
1468,16,0,0,0,2,0,3,2013,4,1,0,1933,0,0,5,402,314,4,1
1469,16,0,0,0,2,0,3,2013,4,1,0,1933,0,0,5,402,314,4,1
1470,16,0,0,0,2,0,3,2013,4,1,0,1933,0,0,5,402,314,4,1
1471,16,0,0,0,2,0,3,2013,4,1,0,1933,0,0,5,402,314,4,1
1473,16,0,0,0,2,0,3,2014,4,1,0,2024,0,0,5,402,314,4,1
1474,16,0,0,0,2,0,3,2014,4,1,0,1934,0,0,5,402,314,4,1
1480,16,4,0,0,2,1,3,2015,4,0,7,1930,0,0,5,402,314,4,1
1493,9,7,0,0,0,0,3,2007,0,0,1,2017,0,0,5,402,314,4,1
1494,9,7,0,0,0,0,3,2007,0,0,1,2019,0,0,5,402,314,4,1
1495,16,4,0,0,2,0,3,2007,4,0,1,2017,0,0,5,402,314,4,1
1496,9,7,0,0,0,0,3,2007,0,0,1,1937,0,0,5,402,314,4,1
1497,16,4,0,0,2,0,3,2007,4,0,1,2017,0,0,5,402,314,4,1
1498,16,4,0,0,2,0,3,1999,4,1,2,1939,0,0,5,402,314,4,1
1510,16,6,0,0,0,0,3,2006,0,0,1,1936,0,0,160,403,314,4,1
1511,16,6,0,0,0,0,3,2007,0,0,1,2017,0,0,160,403,314,4,1
1512,16,6,0,0,0,0,3,2007,0,0,1,2017,0,0,160,403,314,4,1
1513,6,5,0,0,2,0,3,2014,4,0,1,2017,0,0,160,403,314,4,1
1514,6,5,0,0,2,0,3,2015,4,0,1,2018,0,0,160,403,314,4,1
1515,6,5,0,0,2,0,3,2015,4,0,1,2018,0,0,160,403,314,4,1
1516,16,4,0,0,2,0,3,2008,4,3,1,2018,0,0,5,402,314,4,1
1517,16,4,0,0,2,0,3,2009,4,0,1,2019,0,0,5,402,314,4,1
1518,16,4,0,0,2,0,3,2009,4,0,1,2019,0,0,5,402,314,4,1
1519,16,4,0,0,2,0,3,2009,4,0,1,2017,0,0,5,402,314,4,1
1520,16,4,0,0,2,0,3,2009,4,0,1,2017,0,0,5,402,314,4,1
1521,16,4,0,0,2,0,3,2009,4,0,1,2017,0,0,5,402,314,4,1
1522,16,4,0,0,2,0,3,2009,4,0,1,2017,0,0,5,402,314,4,1
1523,16,4,0,0,2,0,3,2009,4,0,1,2018,0,0,5,402,314,4,1
1524,16,4,0,0,2,0,3,2009,4,0,1,2018,0,0,5,402,314,4,1
1525,16,4,0,0,2,0,3,2009,4,0,1,2018,0,0,5,402,314,4,1
1526,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1527,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1528,16,4,0,0,2,0,3,2010,4,0,1,2017,0,0,5,402,314,4,1
1529,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1530,16,4,0,0,2,0,3,2010,4,0,1,2018,0,0,5,402,314,4,1
1531,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1532,16,4,0,0,2,0,3,2010,4,0,1,2017,0,0,5,402,314,4,1
1533,16,4,0,0,2,0,3,2010,4,0,1,2020,0,0,5,402,314,4,1
1534,16,4,0,0,2,0,3,2010,4,0,1,2020,0,0,5,402,314,4,1
1535,16,4,0,0,2,0,3,2010,4,0,1,2020,0,0,5,402,314,4,1
1536,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1537,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1538,16,4,0,0,2,0,3,2010,4,0,1,2020,0,0,5,402,314,4,1
1539,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1540,16,4,0,0,2,0,3,2010,4,0,1,2020,0,0,5,402,314,4,1
1541,16,4,0,0,2,0,3,2010,4,0,1,2017,0,0,5,402,314,4,1
1542,16,4,0,0,2,0,3,2010,4,0,1,2020,0,0,5,402,314,4,1
1543,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1544,16,4,0,0,2,0,3,2010,4,0,1,2020,0,0,5,402,314,4,1
1545,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1546,16,4,0,0,2,0,3,2010,4,0,1,2020,0,0,5,402,314,4,1
1547,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1548,16,4,0,0,2,0,3,2010,4,0,1,2020,0,0,5,402,314,4,1
1549,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1550,16,4,0,0,2,0,3,2010,4,0,1,2020,0,0,5,402,314,4,1
1551,16,4,0,0,2,0,3,2010,4,0,1,2019,0,0,5,402,314,4,1
1552,16,4,0,0,2,0,3,2011,4,0,1,2017,0,0,5,402,314,4,1
1553,16,4,0,0,2,0,3,2011,4,0,1,2020,0,0,5,402,314,4,1
1554,16,4,0,0,2,0,3,2011,4,0,1,2021,0,0,5,402,314,4,1
1555,16,4,0,0,2,0,3,2011,4,0,1,2017,0,0,5,402,314,4,1
1556,16,4,0,0,2,0,3,2011,4,0,1,2021,0,0,5,402,314,4,1
1557,16,4,0,0,2,0,3,2011,4,0,1,2017,0,0,5,402,314,4,1
1558,16,4,0,0,2,0,3,2011,4,0,1,2020,0,0,5,402,314,4,1
1559,16,4,0,0,2,0,3,2011,4,0,1,2021,0,0,5,402,314,4,1
1560,16,4,0,0,2,0,3,2011,4,0,1,2023,0,0,5,402,314,4,1
1561,16,4,0,0,2,0,3,2011,4,0,1,2023,0,0,5,402,314,4,1
1562,16,4,0,0,2,0,3,2014,4,0,1,2029,0,0,5,402,314,4,1
1563,16,4,0,0,2,0,3,2014,4,0,1,2026,0,0,5,402,314,4,1
1564,16,4,0,0,2,0,3,2014,4,0,1,1934,0,0,5,402,314,4,1
1565,16,4,0,0,2,0,3,2014,4,0,1,1931,0,0,5,402,314,4,1
1566,16,4,0,0,2,0,3,2014,4,0,1,1932,0,0,5,402,314,4,1
1567,16,4,0,0,2,0,3,2014,4,0,1,1930,0,0,5,402,314,4,1
1568,16,4,0,0,2,0,3,2014,4,0,1,1939,0,0,5,402,314,4,1
1569,16,4,0,0,2,0,3,2014,4,0,1,1932,0,0,5,402,314,4,1
1570,16,4,0,0,2,0,3,2014,4,0,1,1939,0,0,5,402,314,4,1
1571,16,4,0,0,2,0,3,2014,4,0,1,2022,0,0,5,402,314,4,1
1572,16,4,0,0,2,0,3,2014,4,0,1,1934,0,0,5,402,314,4,1
1573,16,4,0,0,2,0,3,2014,4,0,1,2023,0,0,5,402,314,4,1
1574,16,4,0,0,2,0,3,2014,4,0,1,1932,0,0,5,402,314,4,1
1575,16,4,0,0,2,0,3,2014,4,0,1,2022,0,0,5,402,314,4,1
1576,16,4,0,0,2,0,3,2014,4,0,1,1937,0,0,5,402,314,4,1
1577,16,4,0,0,2,0,3,2014,4,0,1,2023,0,0,5,402,314,4,1
1578,16,4,0,0,2,0,3,2014,4,0,1,1932,0,0,5,402,314,4,1
1582,16,4,0,0,2,0,3,2014,4,0,1,1939,0,0,5,402,314,4,1
1586,16,4,0,0,2,0,3,2014,4,0,1,2023,0,0,5,402,314,4,1
1587,16,4,0,0,2,0,3,2014,4,0,1,1936,0,0,5,402,314,4,1
1591,16,4,0,0,2,0,3,2014,4,0,1,1936,0,0,5,402,314,4,1
1594,16,4,0,0,2,0,3,2014,4,0,1,2023,0,0,5,402,314,4,1
1620,9,7,0,0,0,1,3,2007,0,3,1,1937,0,0,5,402,314,4,1
1621,9,7,0,0,0,0,3,2008,0,3,1,1938,0,0,5,402,314,4,1
1622,9,7,0,0,0,1,3,2008,0,3,1,1938,0,0,5,402,314,4,1
1623,9,7,0,0,0,1,3,2008,0,3,1,1938,0,0,5,402,314,4,1
1624,9,7,0,0,0,1,3,2008,0,3,1,1938,0,0,5,402,314,4,1
1625,9,7,0,0,0,1,3,2008,0,0,1,1938,0,0,5,402,314,4,1
1626,9,7,0,0,0,1,3,2008,0,0,1,1938,0,0,5,402,314,4,1
1627,9,7,0,0,0,0,3,2008,0,0,1,2018,0,0,5,402,314,4,1
1628,9,7,0,0,0,1,3,2008,0,0,1,1938,0,0,5,402,314,4,1
1629,9,7,0,0,0,0,3,2008,0,0,1,2018,0,0,5,402,314,4,1
1630,9,7,0,0,0,0,3,2008,0,0,1,2018,0,0,5,402,314,4,1
1631,9,7,0,0,0,0,3,2008,0,0,1,2018,0,0,5,402,314,4,1
1632,9,7,0,0,0,1,3,2008,0,3,1,1938,0,0,5,402,314,4,1
1633,9,7,0,0,0,0,3,2008,0,0,1,2018,0,0,5,402,314,4,1
1634,9,7,0,0,0,1,3,2008,0,0,1,1938,0,0,5,402,314,4,1
1635,9,7,0,0,0,1,3,2005,0,0,1,1930,0,0,5,402,314,4,1
1636,9,7,0,0,0,1,3,2005,0,0,1,2025,0,0,5,402,314,4,1
1637,9,7,0,0,0,1,3,2005,0,3,1,2020,0,0,5,402,314,4,1
1638,9,7,0,0,0,1,3,2005,0,0,1,1930,0,0,5,402,314,4,1
1639,9,7,0,0,0,1,3,2005,0,0,1,2025,0,0,5,402,314,4,1
1640,9,7,0,0,0,1,3,2005,0,3,1,2025,0,0,5,402,314,4,1
1641,9,7,0,0,0,1,3,2005,0,3,1,1930,0,0,5,402,314,4,1
1642,9,7,0,0,0,1,3,2005,0,0,1,1930,0,0,5,402,314,4,1
1643,9,7,0,0,0,1,3,2005,0,1,1,2025,0,0,5,402,314,4,1
1644,9,7,0,0,0,1,3,2005,0,0,1,1930,0,0,5,402,314,4,1
1645,9,7,0,0,0,1,3,2005,0,1,1,1930,0,0,5,402,314,4,1
1646,9,7,0,0,0,1,3,2005,0,1,1,1930,0,0,5,402,314,4,1
1647,9,7,0,0,0,1,3,2005,0,0,1,2025,0,0,5,402,314,4,1
1648,9,7,0,0,0,1,3,2005,0,0,1,2025,0,0,5,402,314,4,1
1649,9,7,0,0,0,1,3,2005,0,0,1,2025,0,0,5,402,314,4,1
1650,9,7,0,0,0,1,3,2005,0,0,1,2025,0,0,5,402,314,4,1
1651,9,7,0,0,0,1,3,2005,0,3,1,1930,0,0,5,402,314,4,1
1652,9,7,0,0,0,1,3,2005,0,0,1,1930,0,0,5,402,314,4,1
1653,9,7,0,0,0,1,3,2005,0,3,1,2025,0,0,5,402,314,4,1
1654,9,7,0,0,0,1,3,2005,0,3,1,1930,0,0,5,402,314,4,1
1655,9,7,0,0,0,1,3,2005,0,0,1,1935,0,0,5,402,314,4,1
1656,16,4,0,0,2,0,3,2008,4,0,1,2018,0,0,5,402,314,4,1
1657,16,4,0,0,2,0,3,2009,4,0,1,2019,0,0,5,402,314,4,1
1658,16,4,0,0,2,0,3,2010,4,0,1,2020,0,0,5,402,314,4,1
1659,16,4,0,0,2,0,3,2010,4,0,1,2021,0,0,5,402,314,4,1
1660,16,4,0,0,2,0,3,2011,4,0,1,2021,0,0,5,402,314,4,1
1661,16,4,0,0,2,0,3,2012,4,0,1,2022,0,0,5,402,314,4,1
1662,16,4,0,0,2,0,3,2012,4,0,1,1942,0,0,5,402,314,4,1
1663,16,4,0,0,2,0,3,2012,4,0,1,2017,0,0,5,402,314,4,1
1664,16,4,0,0,2,0,3,2013,4,0,1,2018,0,0,5,402,314,4,1
1665,16,4,0,0,2,0,3,2013,4,0,1,2023,0,0,5,402,314,4,1
1666,16,4,0,0,2,0,3,2013,4,0,1,2019,0,0,5,402,314,4,1
1667,16,4,0,0,2,0,3,2014,4,0,1,2024,0,0,5,402,314,4,1
1668,16,4,0,0,2,0,3,2014,4,0,1,1944,0,0,5,402,314,4,1
1669,16,4,0,0,2,0,3,2014,4,0,1,2019,0,0,5,402,314,4,1
1670,16,4,0,0,2,0,3,2014,4,0,1,2024,0,0,5,402,314,4,1
1671,16,4,0,0,2,0,3,2014,4,0,1,1944,0,0,5,402,314,4,1
1672,9,7,0,0,0,0,3,2014,0,0,1,2024,0,0,5,402,314,4,1
1673,16,4,0,0,2,0,3,2014,4,0,1,2017,0,0,5,402,314,4,1
1674,9,7,0,0,0,0,3,2014,0,0,1,2026,0,0,5,402,314,4,1
1675,9,7,0,0,0,0,3,2015,0,0,1,2025,0,0,5,402,314,4,1
1676,16,4,0,0,2,0,3,2015,4,0,1,2020,0,0,5,402,314,4,1
1677,9,7,0,0,0,0,3,2015,0,0,1,2025,0,0,5,402,314,4,1
1678,9,7,0,0,0,0,3,2015,0,0,1,1945,0,0,5,402,314,4,1
1679,16,4,0,0,2,0,3,2015,4,0,1,2018,0,0,5,402,314,4,1
1680,16,4,0,0,2,0,3,2015,4,0,1,2025,0,0,5,402,314,4,1
1793,16,4,0,0,2,0,3,2013,4,0,1,2023,0,0,5,402,314,4,1
1901,6,10,0,0,0,0,3,2010,0,0,1,2020,0,0,13,404,315,9,11
1902,5,17,0,0,2,0,3,2012,4,0,1,2017,0,0,0,405,316,1,3
1906,5,17,0,0,2,0,3,2015,4,0,1,2018,0,0,0,405,316,1,3
1914,5,17,0,0,2,0,3,2012,4,0,1,2017,0,0,0,405,316,1,3
1917,5,17,0,0,2,1,3,2012,4,0,1,2022,0,0,0,405,316,1,3
1920,5,,0,0,2,1,3,2012,4,0,7,1932,0,0,0,405,316,1,3
1924,5,17,0,0,2,1,3,2013,4,0,1,2018,0,0,0,405,316,1,3
1939,5,17,0,0,2,0,3,2015,4,0,1,2018,0,0,0,405,316,1,3
1947,5,17,0,0,2,1,3,2014,4,0,1,2017,0,0,0,405,316,1,3
1961,5,17,0,0,2,1,3,2013,4,0,1,2019,0,0,0,405,316,1,3
1962,6,6,0,0,7,0,3,2002,10,0,1,2017,0,0,161,406,318,4,1
1963,5,5,0,0,2,0,3,2012,4,0,7,2017,0,0,161,407,318,4,1
1964,5,5,0,0,2,0,3,2009,4,0,1,2019,0,0,161,407,318,4,1
1965,5,5,0,0,2,0,3,2009,4,0,1,2020,0,0,161,407,318,4,1
1966,5,5,0,0,2,0,3,2011,4,0,1,2021,0,0,161,407,318,4,1
1967,5,5,0,0,2,1,3,2011,4,0,1,2021,0,0,161,407,318,4,1
1968,5,5,0,0,2,1,3,2011,4,0,1,2017,0,0,161,407,318,4,1
1969,5,5,0,0,2,1,3,2012,4,0,1,2018,0,0,161,407,318,4,1
1970,5,5,0,0,2,1,3,2013,4,0,1,2018,0,0,161,407,318,4,1
1971,5,5,0,0,2,1,3,2013,4,0,1,2018,0,0,161,407,318,4,1
1972,5,5,0,0,2,1,3,2013,4,0,1,2019,0,0,161,407,318,4,1
1973,5,5,0,0,2,1,3,2013,4,0,1,2025,0,0,161,407,318,4,1
1974,5,5,0,0,2,1,3,2014,4,0,1,2019,0,0,161,407,318,4,1
1975,5,5,0,0,2,1,3,2014,4,0,1,2024,0,0,161,407,318,4,1
1976,5,5,0,0,2,1,3,2014,4,0,1,2019,0,0,161,407,318,4,1
1977,5,5,0,0,2,1,3,2014,4,0,1,2024,0,0,161,407,318,4,1
1978,5,5,0,0,2,1,3,2014,4,0,1,2019,0,0,161,407,318,4,1
1979,5,5,0,0,2,1,3,2014,4,0,1,2024,0,0,161,407,318,4,1
1980,5,5,0,0,2,1,3,2015,4,0,1,2020,0,0,161,406,318,4,1
